name,candidate,office,office_full,party,party_full,state,district,district_number,election_districts,election_years,cycles,candidate_status,incumbent_challenge,incumbent_challenge_full,load_date,first_file_date,last_file_date,last_f2_date,candidate_id,active_through
PRICE,Price,H,House,REP,REPUBLICAN PARTY,GA,6,6,"{06,06,06,06,06,06,06,06}","{2004,2006,2008,2010,2012,2014,2016,2018}","{2004,2006,2008,2010,2012,2014,2016,2018,2020}",N,I,Incumbent,9/7/17 20:55,4/29/03,11/28/16,11/28/16,H4GA06087,2018
GILMORE,Gilmore,H,House,DEM,DEMOCRATIC PARTY,MI,13,13,{13},{2018},"{2018,2020}",P,C,Challenger,3/27/19 16:02,4/10/17,4/10/17,4/10/17,H8MI13227,2018
MORSE,Morse,H,House,DEM,DEMOCRATIC PARTY,CA,4,4,{04},{2018},"{2018,2020}",C,C,Challenger,4/13/19 21:08,7/14/17,4/12/19,4/12/19,H8CA04210,2018
CHAVEZ,Chavez,H,House,REP,REPUBLICAN PARTY,CA,49,49,{49},{2018},{2018},C,O,Open seat,4/17/18 21:13,1/22/18,1/22/18,1/22/18,H8CA49124,2018
COFFAY,Coffay,H,House,DEM,DEMOCRATIC PARTY,NC,11,11,{11},{2018},{2018},C,C,Challenger,9/14/17 20:56,5/28/17,5/28/17,5/28/17,H8NC11095,2018
HARTLEY,Hartley,H,House,DEM,DEMOCRATIC PARTY,IN,5,5,{05},{2018},"{2018,2020}",N,C,Challenger,8/1/17 20:57,4/30/17,4/30/17,4/30/17,H8IN05139,2018
ROGERS,Rogers,H,House,REP,REPUBLICAN PARTY,KY,5,5,"{05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05}","{1980,1982,1984,1986,1988,1990,1992,1994,1996,1998,2000,2002,2004,2006,2008,2010,2012,2014,2016,2018,2020}","{1980,1982,1984,1986,1988,1990,1992,1994,1996,1998,2000,2002,2004,2006,2008,2010,2012,2014,2016,2018,2020}",C,I,Incumbent,4/1/19 21:06,12/3/79,2/28/19,2/28/19,H0KY05015,2020
JENNINGS,Jennings,H,House,DEM,DEMOCRATIC PARTY,MN,3,3,{03},{2018},"{2018,2020}",P,C,Challenger,3/27/19 16:02,5/25/17,5/25/17,5/25/17,H8MN03150,2018
CULBERSON,Culberson,H,House,REP,REPUBLICAN PARTY,TX,7,7,"{07,07,07,07,07,07,07,07,07,07}","{2000,2002,2004,2006,2008,2010,2012,2014,2016,2018}","{2000,2002,2004,2006,2008,2010,2012,2014,2016,2018,2020}",C,I,Incumbent,4/4/19 21:08,2/19/99,4/4/19,4/4/19,H0TX07055,2018
FLORES,Flores,H,House,REP,REPUBLICAN PARTY,TX,17,17,"{17,17,17,17,17,17}","{2010,2012,2014,2016,2018,2020}","{2010,2012,2014,2016,2018,2020}",C,I,Incumbent,3/26/19 21:06,12/22/09,2/22/19,2/22/19,H0TX17104,2020
WOODEN,Wooden,H,House,DEM,DEMOCRATIC PARTY,MI,3,3,{03},{2018},{2018},C,C,Challenger,2/7/18 21:13,9/19/17,9/19/17,9/19/17,H8MI03061,2018
ALEXANDER,Alexander,H,House,REP,REPUBLICAN PARTY,TX,35,35,{35},{2018},{2018},C,C,Challenger,10/16/17 21:00,9/11/17,9/11/17,9/11/17,H8TX35018,2018
GARAMENDI,Garamendi,H,House,DEM,DEMOCRATIC PARTY,CA,3,3,"{10,03,03,03,03,03}","{2010,2012,2014,2016,2018,2020}","{2010,2012,2014,2016,2018,2020}",C,I,Incumbent,2/4/19 21:41,6/3/09,12/11/18,12/11/18,H0CA10149,2020
PROSCH,Prosch,H,House,REP,REPUBLICAN PARTY,MN,7,7,{07},{2018},{2018},N,C,Challenger,8/1/17 20:57,6/30/17,6/30/17,6/30/17,H8MN07094,2018
MARSHALL,Marshall,H,House,DEM,DEMOCRATIC PARTY,TX,32,32,{32},{2018},{2018},N,C,Challenger,4/19/17 21:05,3/20/17,3/20/17,3/20/17,H8TX32072,2018
ROSSI,Rossi,H,House,REP,REPUBLICAN PARTY,WA,8,8,{08},{2018},"{2018,2020}",P,O,Open seat,3/27/19 16:02,9/25/17,9/25/17,9/25/17,H8WA08205,2018
WRIGHT,Wright,H,House,REP,REPUBLICAN PARTY,VA,6,6,{06},{2018},{2018},C,O,Open seat,5/9/18 1:03,2/12/18,2/12/18,2/12/18,H8VA06146,2018
FULLER,Fuller,H,House,REP,REPUBLICAN PARTY,FL,5,5,{05},{2018},"{2018,2020}",P,C,Challenger,3/27/19 16:02,3/7/18,3/7/18,3/7/18,H8FL05157,2018
STOCKHAM,Stockham,H,House,REP,REPUBLICAN PARTY,CO,1,1,{01},{2018},{2018},C,C,Challenger,4/17/18 21:13,1/11/18,1/11/18,1/11/18,H8CO01162,2018
ANGLE,Angle,H,House,REP,REPUBLICAN PARTY,NV,2,2,"{02,02,02}","{2006,2012,2018}","{2006,2008,2012,2014,2018,2020}",P,C,Challenger,3/27/19 16:02,5/24/05,5/24/17,5/24/17,H6NV02172,2018
JANZ,Janz,H,House,DEM,DEMOCRATIC PARTY,CA,22,22,{22},{2018},"{2018,2020}",P,C,Challenger,3/27/19 16:02,5/1/17,7/5/18,7/5/18,H8CA22139,2018
NELSON,Nelson,H,House,DEM,DEMOCRATIC PARTY,NY,21,21,{21},{2018},"{2018,2020}",P,C,Challenger,3/27/19 16:02,1/15/17,2/26/17,2/26/17,H2NY21115,2018
DUNBAR,Dunbar,H,House,REP,REPUBLICAN PARTY,VA,6,6,{06},{2018},"{2018,2020}",P,O,Open seat,3/27/19 16:02,11/9/17,11/9/17,11/9/17,H8VA06096,2018
MEADOWS,Meadows,H,House,REP,REPUBLICAN PARTY,NC,11,11,"{11,11,11,11,11}","{2012,2014,2016,2018,2020}","{2012,2014,2016,2018,2020}",N,I,Incumbent,4/16/19 21:11,10/3/11,4/15/19,4/15/19,H2NC11080,2020
ACCAVITTI,Accavitti,H,House,DEM,DEMOCRATIC PARTY,MI,10,10,{10},{2018},{2018},C,C,Challenger,7/17/18 21:11,5/9/18,5/9/18,5/9/18,H8MI10132,2018
GOMEZ,Gomez,H,House,DEM,DEMOCRATIC PARTY,CA,34,34,"{34,34}","{2018,2020}","{2018,2020}",C,I,Incumbent,3/20/19 21:08,12/6/16,3/20/19,3/20/19,H8CA34266,2020
NEAHRING,Neahring,H,House,DEM,DEMOCRATIC PARTY,OR,2,2,{02},{2018},{2018},C,C,Challenger,2/8/18 21:14,1/11/18,1/11/18,1/11/18,H8OR02179,2018
WILLIAMS,Williams,H,House,DEM,DEMOCRATIC PARTY,SC,7,7,{07},{2018},"{2018,2020}",P,C,Challenger,3/27/19 16:02,4/24/18,4/24/18,4/24/18,H8SC07063,2018
SANTANA,Santana,H,House,DEM,DEMOCRATIC PARTY,VA,1,1,{01},{2018},"{2018,2020}",P,C,Challenger,3/27/19 16:02,1/4/17,1/4/17,1/4/17,H8VA01253,2018
MACKENZIE,Mackenzie,H,House,REP,REPUBLICAN PARTY,PA,15,15,{15},{2018},"{2018,2020}",P,O,Open seat,3/27/19 16:02,9/12/17,9/12/17,9/12/17,H8PA15195,2018
BATTISTA,Battista,H,House,DEM,DEMOCRATIC PARTY,CA,10,10,{10},{2018},"{2018,2020}",P,C,Challenger,3/27/19 16:02,5/4/17,5/4/17,5/4/17,H8CA10134,2018
SMYTH,Smyth,H,House,REP,REPUBLICAN PARTY,FL,16,16,{16},{2018},{2018},N,C,Challenger,2/1/17 21:04,1/24/17,1/24/17,1/24/17,H8FL16030,2018
WILSON,Wilson,H,House,REP,REPUBLICAN PARTY,GA,6,6,"{06,06}","{2016,2018}","{2016,2018}",C,C,Challenger,5/9/17 21:04,3/25/16,2/13/17,2/13/17,H6GA06116,2018
MANNO,Manno,H,House,DEM,DEMOCRATIC PARTY,MD,6,6,{06},{2018},"{2018,2020}",P,O,Open seat,3/27/19 16:02,8/9/17,8/9/17,8/9/17,H8MD06150,2018
OWEN,Owen,H,House,DEM,DEMOCRATIC PARTY,CA,23,23,{23},{2018},{2018},C,C,Challenger,8/1/17 20:57,3/31/17,3/31/17,3/31/17,H8CA23095,2018
FLACCAVENTO,Flaccavento,H,House,DEM,DEMOCRATIC PARTY,VA,9,9,{09},{2018},"{2018,2020}",P,C,Challenger,3/27/19 16:02,12/7/17,12/7/17,12/7/17,H8VA09066,2018
ELLESON,Elleson,H,House,REP,REPUBLICAN PARTY,IL,9,9,{09},{2018},"{2018,2020}",P,C,Challenger,3/27/19 16:02,3/9/18,3/9/18,3/9/18,H8IL09224,2018
CASTRO,Castro,H,House,DEM,DEMOCRATIC PARTY,TX,20,20,"{20,20,20,20,20}","{2012,2014,2016,2018,2020}","{2012,2014,2016,2018,2020}",C,I,Incumbent,2/25/19 21:15,6/23/11,11/16/18,11/16/18,H2TX35011,2020
CULLEN,Cullen,H,House,REP,REPUBLICAN PARTY,CA,52,52,{52},{2018},{2018},C,C,Challenger,5/23/18 21:29,5/18/18,5/18/18,5/18/18,H8CA52151,2018
OTTAWAY,Ottaway,H,House,DEM,DEMOCRATIC PARTY,PA,13,13,{13},{2018},"{2018,2020}",P,C,Challenger,3/27/19 16:02,5/28/18,6/7/18,5/31/18,H8PA13133,2018
PERRY,Perry,H,House,REP,REPUBLICAN PARTY,ID,1,1,{01},{2018},{2018},C,O,Open seat,4/17/18 21:13,11/14/17,11/14/17,11/14/17,H8ID01173,2018
PARKS,Parks,H,House,DEM,DEMOCRATIC PARTY,GA,4,4,{04},{2018},"{2018,2020}",P,C,Challenger,3/27/19 16:02,9/5/17,9/11/17,9/11/17,H8GA04117,2018
MERRILL,Merrill,H,House,REP,REPUBLICAN PARTY,PA,9,9,{09},{2018},{2018},C,O,Open seat,4/18/18 21:13,2/1/18,2/1/18,2/1/18,H8PA09040,2018
COOK,Cook,H,House,REP,REPUBLICAN PARTY,CA,8,8,"{08,08,08,08,08}","{2012,2014,2016,2018,2020}","{2012,2014,2016,2018,2020}",C,I,Incumbent,2/4/19 21:41,2/6/12,1/11/19,1/11/19,H2CA08164,2020
MCHENRY,Mchenry,H,House,REP,REPUBLICAN PARTY,NC,10,10,"{10,10,10,10,10,10,10,10,10}","{2004,2006,2008,2010,2012,2014,2016,2018,2020}","{2004,2006,2008,2010,2012,2014,2016,2018,2020}",N,I,Incumbent,4/15/19 21:15,12/11/03,4/15/19,4/15/19,H4NC10047,2020
MURPHY,Murphy,H,House,DEM,DEMOCRATIC PARTY,CO,5,5,{05},{2018},"{2018,2020}",P,C,Challenger,3/27/19 16:02,2/1/18,2/1/18,2/1/18,H8CO05171,2018
RODRIGUEZ,Rodriguez,H,House,DEM,DEMOCRATIC PARTY,IL,18,18,"{18,18}","{2016,2018}","{2016,2018,2020}",P,C,Challenger,3/27/19 16:02,7/14/16,2/16/18,2/16/18,H6IL18161,2018
BUTLER,Butler,H,House,REP,REPUBLICAN PARTY,NY,13,13,{13},{2018},"{2018,2020}",P,C,Challenger,3/27/19 16:02,3/22/18,3/22/18,3/22/18,H8NY13150,2018
EGGMAN,Eggman,H,House,DEM,DEMOCRATIC PARTY,CA,10,10,"{10,10,10}","{2014,2016,2018}","{2014,2016,2018,2020}",P,C,Challenger,3/27/19 16:02,3/26/13,1/31/18,1/31/18,H4CA10075,2018
CHAPMAN,Chapman,H,House,REP,REPUBLICAN PARTY,MA,9,9,"{09,09}","{2014,2018}","{2014,2016,2018,2020}",P,C,Challenger,3/27/19 16:02,12/30/13,5/17/18,1/21/15,H4MA09078,2018
BLACKMON,Blackmon,H,House,REP,REPUBLICAN PARTY,AL,4,4,{04},{2018},"{2018,2020}",P,C,Challenger,3/27/19 16:02,1/26/18,1/26/18,1/26/18,H8AL04102,2018
BETHEL JR,Bethel Jr,H,House,DEM,DEMOCRATIC PARTY,TX,4,4,{04},{2018},"{2018,2020}",P,C,Challenger,3/27/19 16:02,12/20/17,12/20/17,12/20/17,H8TX04170,2018
PRIGG,Prigg,H,House,DEM,DEMOCRATIC PARTY,PA,14,14,{14},{2018},"{2018,2020}",P,C,Challenger,3/27/19 16:02,3/1/17,3/23/18,3/23/18,H8PA12069,2018
MATTA,Matta,H,House,DEM,DEMOCRATIC PARTY,CA,23,23,{23},{2018},"{2018,2020}",P,C,Challenger,3/27/19 16:02,8/21/17,8/21/17,8/21/17,H8CA23103,2018
MARTS,Marts,H,House,DEM,DEMOCRATIC PARTY,WA,8,8,{08},{2018},{2018},C,O,Open seat,1/9/18 21:09,5/25/17,5/25/17,5/25/17,H8WA08130,2018
EVANS,Evans,H,House,DEM,DEMOCRATIC PARTY,PA,3,3,"{02,03,03}","{2016,2018,2020}","{2016,2018,2020}",C,I,Incumbent,3/26/19 21:06,11/2/15,11/14/18,11/14/18,H6PA02171,2020
SOSA,Sosa,H,House,REP,REPUBLICAN PARTY,FL,27,27,{27},{2018},{2018},C,O,Open seat,7/17/18 21:11,9/5/17,2/23/18,2/23/18,H8FL27102,2018
POWERS,Powers,H,House,REP,REPUBLICAN PARTY,MA,2,2,{02},{2018},"{2018,2020}",P,C,Challenger,3/27/19 16:02,10/26/17,10/26/17,10/26/17,H8MA02090,2018
O'HALLERAN,O'Halleran,H,House,DEM,DEMOCRATIC PARTY,AZ,1,1,"{01,01,01}","{2016,2018,2020}","{2016,2018,2020}",C,I,Incumbent,2/4/19 21:41,8/5/15,12/10/18,12/10/18,H6AZ01199,2020
MOORE,Moore,H,House,DEM,DEMOCRATIC PARTY,WI,4,4,"{04,04,04,04,04,04,04,04,04}","{2004,2006,2008,2010,2012,2014,2016,2018,2020}","{2004,2006,2008,2010,2012,2014,2016,2018,2020}",C,I,Incumbent,4/3/19 21:06,3/15/04,12/4/18,12/4/18,H4WI04183,2020
CLARK,Clark,H,House,DEM,DEMOCRATIC PARTY,IL,7,7,"{07,07}","{2018,2020}","{2018,2020}",N,C,Challenger,3/1/19 21:11,5/10/17,2/21/19,2/21/19,H8IL07103,2020
MALIK,Malik,H,House,DEM,DEMOCRATIC PARTY,AZ,6,6,"{06,06}","{2018,2020}","{2018,2020}",N,,,4/17/19 21:18,9/12/17,4/17/19,4/17/19,H8AZ06103,2020
QUICK,Quick,H,House,DEM,DEMOCRATIC PARTY,PA,9,9,{09},{2018},"{2018,2020}",P,O,Open seat,3/27/19 16:02,5/14/18,5/14/18,5/14/18,H8PA09081,2018
AHN,Ahn,H,House,DEM,DEMOCRATIC PARTY,WA,8,8,{08},{2018},{2018},N,O,Open seat,1/9/18 21:09,3/10/17,3/10/17,3/10/17,H8WA08114,2018
PEIRO,Peiro,H,House,REP,REPUBLICAN PARTY,FL,27,27,"{27,27}","{2016,2018}","{2016,2018,2020}",P,O,Open seat,3/27/19 16:02,7/12/16,11/13/17,11/13/17,H6FL27049,2018
HOPKINS,Hopkins,H,House,DEM,DEMOCRATIC PARTY,SC,7,7,{07},{2018},"{2018,2020}",P,C,Challenger,3/27/19 16:02,2/19/18,2/19/18,2/19/18,H8SC07055,2018
DINGE,Dinge,H,House,DEM,DEMOCRATIC PARTY,NM,1,1,{01},{2018},{2018},C,O,Open seat,1/9/18 21:09,5/5/17,5/5/17,5/5/17,H8NM01349,2018
SHEETS,Sheets,H,House,REP,REPUBLICAN PARTY,TX,5,5,{05},{2018},{2018},C,O,Open seat,2/6/18 21:17,11/6/17,11/6/17,11/6/17,H8TX05094,2018
RUSSELL,Russell,H,House,REP,REPUBLICAN PARTY,OK,5,5,"{05,05,05}","{2014,2016,2018}","{2014,2016,2018,2020}",P,I,Incumbent,3/27/19 16:02,2/13/14,3/2/17,3/2/17,H4OK05132,2018
NESMITH,Nesmith,H,House,DEM,DEMOCRATIC PARTY,GA,12,12,{12},{2018},"{2018,2020}",P,C,Challenger,3/27/19 16:02,7/27/17,7/27/17,7/27/17,H8GA12052,2018
BLIATOUT,Bliatout,H,House,DEM,DEMOCRATIC PARTY,CA,22,22,{22},{2018},{2018},C,C,Challenger,4/5/18 21:08,7/6/17,11/16/17,11/16/17,H8CA22154,2018
POCAN,Pocan,H,House,DEM,DEMOCRATIC PARTY,WI,2,2,"{02,02,02,02,02}","{2012,2014,2016,2018,2020}","{2012,2014,2016,2018,2020}",C,I,Incumbent,4/3/19 21:06,9/7/11,12/13/18,12/13/18,H2WI02124,2020
THORBURN,Thorburn,H,House,DEM,DEMOCRATIC PARTY,CA,39,39,{39},{2018},"{2018,2020}",P,O,Open seat,3/27/19 16:02,7/28/17,7/28/17,7/28/17,H8CA39182,2018
WRIGHT,Wright,H,House,DEM,DEMOCRATIC PARTY,PA,7,7,{07},{2018},{2018},C,O,Open seat,3/26/18 23:01,3/7/18,3/20/18,3/20/18,H8PA07259,2018
MCEACHIN,Mceachin,H,House,DEM,DEMOCRATIC PARTY,VA,4,4,"{04,04,04}","{2016,2018,2020}","{2016,2018,2020}",C,I,Incumbent,4/3/19 21:06,2/26/16,10/8/18,10/8/18,H6VA04061,2020
HICE,Hice,H,House,REP,REPUBLICAN PARTY,GA,10,10,"{07,10,10,10,10}","{2010,2014,2016,2018,2020}","{2010,2012,2014,2016,2018,2020}",N,I,Incumbent,1/28/19 21:05,4/9/10,12/14/18,12/14/18,H0GA07125,2020
BURCH,Burch,H,House,DEM,DEMOCRATIC PARTY,TX,3,3,"{03,03}","{2018,2020}","{2018,2020}",N,C,Challenger,2/13/19 21:28,6/5/17,1/17/19,1/17/19,H8TX03099,2020
CHRISTINA,Christina,H,House,DEM,DEMOCRATIC PARTY,CA,49,49,{49},{2018},{2018},C,O,Open seat,4/17/18 21:13,1/23/18,1/23/18,1/23/18,H8CA49116,2018
MOYA,Moya,H,House,DEM,DEMOCRATIC PARTY,NM,1,1,{01},{2018},"{2018,2020}",P,O,Open seat,3/27/19 16:02,11/13/17,11/13/17,11/13/17,H8NM01430,2018
ZMRHAL,Zmrhal,H,House,REP,REPUBLICAN PARTY,TX,22,22,{22},{2018},{2018},C,C,Challenger,1/24/18 21:11,8/28/17,9/28/17,9/28/17,H8TX22230,2018
MASTERS,Masters,H,House,REP,REPUBLICAN PARTY,PA,6,6,{06},{2018},"{2018,2020}",N,O,Open seat,3/26/18 23:01,1/13/18,1/13/18,1/13/18,H8PA06095,2018
FLEISCHMANN,Fleischmann,H,House,REP,REPUBLICAN PARTY,TN,3,3,"{03,03,03,03,03,03}","{2010,2012,2014,2016,2018,2020}","{2010,2012,2014,2016,2018,2020}",C,I,Incumbent,3/26/19 21:06,5/13/09,12/6/18,12/6/18,H0TN03254,2020
HIGGINS,Higgins,H,House,DEM,DEMOCRATIC PARTY,NY,26,26,"{27,27,27,27,26,26,26,26,26}","{2004,2006,2008,2010,2012,2014,2016,2018,2020}","{2004,2006,2008,2010,2012,2014,2016,2018,2020}",C,I,Incumbent,4/1/19 21:06,5/17/04,1/17/19,1/17/19,H4NY27076,2020
DUNCAN,Duncan,H,House,DEM,DEMOCRATIC PARTY,TX,6,6,{06},{2018},{2018},C,O,Open seat,1/9/18 21:09,2/17/17,2/17/17,2/17/17,H8TX06191,2018
KOHL,Kohl,H,House,DEM,DEMOCRATIC PARTY,WI,6,6,{06},{2018},"{2018,2020}",P,C,Challenger,3/27/19 16:02,6/7/17,6/4/18,6/4/18,H8WI06098,2018
SCHNEIDER,Schneider,H,House,DEM,DEMOCRATIC PARTY,ND,0,0,{00},{2018},"{2018,2020}",P,O,Open seat,3/27/19 16:02,3/15/18,3/15/18,3/15/18,H8ND00112,2018
FLYNN,Flynn,H,House,REP,REPUBLICAN PARTY,CA,31,31,"{31,31}","{2016,2018}","{2016,2018,2020}",P,C,Challenger,3/27/19 16:02,1/5/16,3/31/17,3/31/17,H6CA31134,2018
CLIFFORD,Clifford,H,House,REP,REPUBLICAN PARTY,CA,47,47,{47},{2018},"{2018,2020}",P,C,Challenger,3/27/19 16:02,12/15/17,12/15/17,12/15/17,H8CA47060,2018
JONES,Jones,H,House,DEM,DEMOCRATIC PARTY,MI,13,13,{13},{2018},"{2018,2020}",P,O,Open seat,3/27/19 16:02,2/1/18,2/1/18,2/1/18,H8MI13243,2018
NELSON,Nelson,H,House,DEM,DEMOCRATIC PARTY,TX,10,10,{10},{2018},"{2018,2020}",P,C,Challenger,3/27/19 16:02,1/17/18,1/17/18,1/17/18,H8TX10136,2018
PHILLIPS,Phillips,H,House,REP,REPUBLICAN PARTY,WV,3,3,{03},{2018},{2018},C,O,Open seat,1/9/18 21:09,5/24/17,5/24/17,5/24/17,H8WV03055,2018
PENNER,Penner,H,House,REP,REPUBLICAN PARTY,NE,3,3,{03},{2018},"{2018,2020}",P,C,Challenger,3/27/19 16:02,7/26/17,7/26/17,7/26/17,H8NE03087,2018
LEGGETT,Leggett,H,House,DEM,DEMOCRATIC PARTY,CA,39,39,{39},{2018},"{2018,2020}",P,O,Open seat,3/27/19 16:02,1/21/18,3/20/18,3/20/18,H8CA39257,2018
RUSSELL,Russell,H,House,DEM,DEMOCRATIC PARTY,FL,27,27,{27},{2018},"{2018,2020}",P,O,Open seat,3/27/19 16:02,10/24/17,10/29/17,10/29/17,H8FL27128,2018
KRAUSE,Krause,H,House,REP,REPUBLICAN PARTY,TX,21,21,{21},{2018},"{2018,2020}",P,O,Open seat,3/27/19 16:02,12/4/17,12/4/17,12/4/17,H8TX21281,2018
RAB,Rab,H,House,DEM,DEMOCRATIC PARTY,CA,30,30,"{30,30,30}","{2014,2016,2018}","{2014,2016,2018,2020}",P,C,Challenger,3/27/19 16:02,7/8/15,7/20/17,7/20/17,H4CA30123,2018
RICHMOND,Richmond,H,House,DEM,DEMOCRATIC PARTY,LA,2,2,"{02,02,02,02,02,02,02}","{2008,2010,2012,2014,2016,2018,2020}","{2008,2010,2012,2014,2016,2018,2020}",C,I,Incumbent,4/1/19 21:06,5/28/08,3/1/19,3/1/19,H8LA02054,2020
SWISHER,Swisher,H,House,DEM,DEMOCRATIC PARTY,ID,2,2,{02},{2018},"{2018,2020}",P,C,Challenger,3/27/19 16:02,12/10/17,12/10/17,12/10/17,H8ID02148,2018
CASE,Case,H,House,DEM,DEMOCRATIC PARTY,HI,1,1,"{02,02,02,01,01,01}","{2002,2004,2006,2010,2018,2020}","{2002,2004,2006,2008,2010,2012,2018,2020}",N,I,Incumbent,4/14/19 21:07,10/15/02,4/14/19,4/14/19,H2HI02128,2020
DELLA PIA,Della Pia,H,House,DEM,DEMOCRATIC PARTY,NY,23,23,{23},{2018},{2018},C,C,Challenger,10/17/17 22:53,7/10/17,7/10/17,7/10/17,H8NY23175,2018
VITALI,Vitali,H,House,DEM,DEMOCRATIC PARTY,PA,7,7,{07},{2018},{2018},C,O,Open seat,4/18/18 21:13,1/26/18,1/26/18,1/26/18,H8PA07176,2018
CHRIN,Chrin,H,House,REP,REPUBLICAN PARTY,PA,8,8,{08},{2018},"{2018,2020}",P,C,Challenger,3/27/19 16:02,5/18/17,10/15/18,10/15/18,H8PA17050,2018
ISNER,Isner,H,House,DEM,DEMOCRATIC PARTY,AL,2,2,{02},{2018},"{2018,2020}",P,C,Challenger,3/27/19 16:02,10/4/17,10/4/17,10/4/17,H8AL02197,2018
MATHENY,Matheny,H,House,REP,REPUBLICAN PARTY,TN,6,6,{06},{2018},"{2018,2020}",P,O,Open seat,3/27/19 16:02,7/18/17,7/18/17,7/18/17,H8TN06086,2018
SCOTT,Scott,H,House,DEM,DEMOCRATIC PARTY,VA,3,3,"{01,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03}","{1986,1992,1994,1996,1998,2000,2002,2004,2006,2008,2010,2012,2014,2016,2018,2020}","{1986,1988,1990,1992,1994,1996,1998,2000,2002,2004,2006,2008,2010,2012,2014,2016,2018,2020}",N,I,Incumbent,4/16/19 21:11,4/1/86,4/15/19,4/15/19,H6VA01117,2020
CIMBRELO,Cimbrelo,H,House,DEM,DEMOCRATIC PARTY,MA,9,9,"{09,09}","{2016,2018}","{2016,2018,2020}",P,C,Challenger,3/27/19 16:02,7/7/16,2/8/18,2/8/18,H6MA09172,2018
PENFOLD,Penfold,H,House,DEM,DEMOCRATIC PARTY,TN,7,7,{07},{2018},{2018},N,O,Open seat,1/9/18 21:09,12/11/17,12/11/17,12/11/17,H8TN07092,2018
SMITH,Smith,H,House,REP,REPUBLICAN PARTY,NJ,4,4,"{04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04}","{1978,1980,1982,1984,1986,1988,1990,1992,1994,1996,1998,2000,2002,2004,2006,2008,2010,2012,2014,2016,2018,2020}","{1978,1980,1982,1984,1986,1988,1990,1992,1994,1996,1998,2000,2002,2004,2006,2008,2010,2012,2014,2016,2018,2020}",C,I,Incumbent,3/27/19 21:06,5/23/78,2/5/19,2/5/19,H8NJ04014,2020
BLUMENAUER,Blumenauer,H,House,DEM,DEMOCRATIC PARTY,OR,3,3,"{03,03,03,03,03,03,03,03,03,03,03,03}","{1996,2000,2002,2004,2006,2008,2010,2012,2014,2016,2018,2020}","{1996,1998,2000,2002,2004,2006,2008,2010,2012,2014,2016,2018,2020}",C,I,Incumbent,4/3/19 21:06,10/16/95,1/18/19,1/18/19,H6OR03064,2020
LARSEN,Larsen,H,House,DEM,DEMOCRATIC PARTY,WA,2,2,"{02,02,02,02,02,02,02,02,02,02,02}","{2000,2002,2004,2006,2008,2010,2012,2014,2016,2018,2020}","{2000,2002,2004,2006,2008,2010,2012,2014,2016,2018,2020}",N,I,Incumbent,4/15/19 21:15,5/24/99,4/15/19,4/15/19,H0WA02080,2020
FUKUMOTO,Fukumoto,H,House,DEM,DEMOCRATIC PARTY,HI,1,1,{01},{2018},"{2018,2020}",P,O,Open seat,3/27/19 16:02,4/2/18,4/2/18,4/2/18,H8HI01226,2018
BACON,Bacon,H,House,REP,REPUBLICAN PARTY,NE,2,2,"{02,02,02}","{2016,2018,2020}","{2016,2018,2020}",N,I,Incumbent,4/10/19 21:11,4/1/15,4/10/19,4/10/19,H6NE02125,2020
CONNER,Conner,H,House,DEM,DEMOCRATIC PARTY,LA,3,3,{03},{2018},{2018},P,C,Challenger,10/16/18 21:05,9/28/17,9/28/17,9/28/17,H8LA03045,2018
BOWERMAN,Bowerman,H,House,REP,REPUBLICAN PARTY,WA,3,3,{03},{2018},{2018},C,C,Challenger,8/13/18 21:40,7/23/18,8/9/18,8/9/18,H8WA03222,2018
SHAMEL,Shamel,H,House,DEM,DEMOCRATIC PARTY,AR,4,4,{04},{2018},"{2018,2020}",P,C,Challenger,3/27/19 16:02,10/26/17,10/26/17,10/26/17,H8AR04130,2018
FERRARA,Ferrara,H,House,REP,REPUBLICAN PARTY,AZ,9,9,{09},{2018},{2018},C,O,Open seat,1/9/18 21:09,5/11/17,5/11/17,5/11/17,H8AZ09024,2018
LAWRENCE,Lawrence,H,House,DEM,DEMOCRATIC PARTY,PA,2,2,{02},{2018},"{2018,2020}",P,O,Open seat,3/27/19 16:02,12/26/17,12/26/17,12/26/17,H8PA01245,2018
KINZINGER,Kinzinger,H,House,REP,REPUBLICAN PARTY,IL,16,16,"{11,16,16,16,16,16}","{2010,2012,2014,2016,2018,2020}","{2010,2012,2014,2016,2018,2020}",C,I,Incumbent,2/25/19 21:15,2/5/09,12/6/18,12/6/18,H0IL11052,2020
SMITH,Smith,H,House,DEM,DEMOCRATIC PARTY,WA,9,9,{09},{2018},"{2018,2020}",P,C,Challenger,3/27/19 16:02,5/11/17,4/15/18,4/15/18,H8WA09054,2018
GALLEGOS,Gallegos,H,House,REP,REPUBLICAN PARTY,ID,1,1,{01},{2018},{2018},C,O,Open seat,4/27/18 0:10,2/5/18,2/5/18,2/5/18,H8ID01181,2018
FAGAN,Fagan,H,House,DEM,DEMOCRATIC PARTY,TX,26,26,{26},{2018},"{2018,2020}",P,C,Challenger,3/27/19 16:02,7/17/17,7/17/17,7/17/17,H8TX26124,2018
