name,cycles,treasurer_name,committee_type,committee_type_full,filing_frequency,designation,designation_full,organization_type,organization_type_full,party,party_full,state,committee_id,candidate_ids,first_file_date,last_file_date,last_f1_date
GARYGEORGE4CONGRESS,"{2018,2020}",GARY R GEORGE,H,House,Q,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,WI,C00683938,H4WI04241,7/27/18,2/19/19,7/27/18
LIBERATORE FOR CONGRESS-2018,"{2018,2020}","BAGLIETTO, LOUIS JR",H,House,Q,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,CA,C00674325,H8CA39307,3/26/18,1/30/19,3/26/18
MICHAEL SAN NICOLAS FOR CONGRESS,"{2018,2020}","CALVO, SHELLY VARGAS MRS.",H,House,Q,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,GU,C00668335,H8GU01020,2/1/18,4/15/19,2/1/18
COMMITTEE TO ELECT DAVID GOODWIN TO CONGRESS,"{2018,2020}","GOODWIN, DAVID",H,House,Q,P,Principal campaign committee,,,IND,INDEPENDENT,KY,C00664748,H8KY04151,1/3/18,2/6/18,2/6/18
STELIAN ONUFREI FOR CONGRESS 2018,{2018},"RAY, LYSA",H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,CA,C00650705,H8CA48092,7/18/17,7/19/18,8/22/17
ETHAN PHAM FOR CONGRESS,"{2018,2020}","NGUYEN, JENNY",H,House,Q,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,GA,C00650929,H8GA07177,7/19/17,4/25/19,7/19/17
STEPHEN MACKENZIE FOR CONGRESS 2018,"{2018,2020}","ENGLE, MARK",H,House,Q,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,IN,C00654970,H8IN06103,9/8/17,2/19/19,9/8/17
BRADLEY GRIFFIN FOR CONGRESS,"{2018,2020}","GRIFFIN, BRADLEY WILLIAM",H,House,Q,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,GA,C00665851,H8GA10189,1/12/18,2/19/19,1/12/18
"KNOW YOUR RIGHTS, VOTE FOR PATRICK",{2018},"MOOREHEAD, PATRICK DALE",H,House,T,P,Principal campaign committee,,,IND,INDEPENDENT,GA,C00653170,H8GA10155,8/15/17,12/10/17,8/15/17
PAT HACKETT FOR CONGRESS,"{2018,2020}","NOONAN, BRENDAN J",H,House,Q,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,IN,C00659078,H8IN02177,10/25/17,4/14/19,10/25/17
JOSH KIMBRELL FOR CONGRESS,"{2018,2020}","ROGERS, FRANK",H,House,Q,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,SC,C00672899,H8SC04318,3/9/18,3/11/19,8/2/18
ALLRED HAYES VICTORY FUND,{2018},"KYRIACOPOULOS, JANICA",H,House,T,J,Joint fundraising committee,,,,,DC,C00686857,,9/5/18,10/25/18,9/5/18
BOBBY DIGI FOR ASSEMBLY,"{2018,2020}","MULLINGS, SHEREESE",H,House,Q,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,NY,C00682500,,7/10/18,7/10/18,7/10/18
COMMITTEE TO ELECT JOHN SAWYER TO CONGRESS TOO,"{2018,2020}",REBA NELL SAWYER,H,House,Q,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,FL,C00672550,H8FL17061,3/7/18,3/7/18,3/7/18
ZIEGLER FOR CONGRESS COMMITTEE,{2018},EDWARD RAY ZIEGLER,H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,TX,C00664045,H8TX07173,12/26/17,8/15/18,12/26/17
GINNY GETS IOWA,{2018},"KABRICK, TRAVIS",H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,IA,C00672212,H8IA02084,3/5/18,12/10/18,3/5/18
THEOBALD FOR CONGRESS,"{2018,2020}","THEOBALD, MAUREEN",H,House,Q,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,NE,C00657718,H8NE03095,10/10/17,4/12/19,10/10/17
PEOPLE FOR RYAN TRUNDLE,"{2018,2020}","RATCLIFF, JOHN G.",H,House,Q,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,LA,C00677179,H8LA04282,4/24/18,1/30/19,7/4/18
CHRISTOPHER VOEHL FOR CONGRESS,"{2018,2020}","GALANTE, STEPHEN",H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,MA,C00650010,H8MA08188,7/11/17,4/7/19,7/11/17
CAROLE CHENEY FOR CONGRESS,"{2018,2020}","JOY, HOLLY",H,House,Q,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,IL,C00649962,H8IL06147,7/11/17,4/15/19,1/31/18
TOM PEREZ FOR CONGRESS,{2018},"CARLIN, ROBERT F.",H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,SC,C00631176,H8SC01090,1/17/17,7/7/17,1/17/17
VITO FOR CONGRESS,{2018},"SAGLIANO, TRINA R MRS.",H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,TN,C00653824,H8TN02168,8/24/17,8/20/18,8/24/17
HASSAN FOR CONGRESS,"{2018,2020}",MUAD HASSAN,H,House,Q,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,MN,C00681536,H8MN04091,6/25/18,6/25/18,6/25/18
MARTHONE FOR CONGRESS,"{2018,2020}","MARTHONE, JOSEPH R>",H,House,Q,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,NY,C00671024,H8NY05115,2/23/18,2/23/18,2/23/18
JAMES VANDERMAAS FOR IDAHO,{2018},"EASTLAKE, SUSAN",H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,ID,C00659334,H8ID01165,10/28/17,8/2/18,10/28/17
ELECT AARON BUSH,"{2018,2020}",AARON MICHAEL BUSH,H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,MI,C00646497,H8IN02144,5/30/17,2/12/19,7/24/17
CLAUDE SCHMID FOR CONGRESS CAMPAIGN COMMITTEE,{2018},"SCHMID, CLAUDE",H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,SC,C00675330,H8SC04417,4/3/18,10/3/18,4/3/18
KLEINE FOR CONGRESS,{2018},"KLEINE, JEANETTE",H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,IL,C00654749,H8IL17052,9/5/17,5/7/18,9/5/17
DINGE FOR CONGRESS,{2018},"SMITH, DAVID",H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,NM,C00639583,H8NM01349,5/5/17,3/5/18,5/5/17
MAD4PA PAC,"{2018,2020}","EGNER, JOHN",H,House,Q,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,PA,C00670844,H8PA04116,2/21/18,4/15/19,3/14/19
COMMITTEE TO ELECT CHETAN PANDA,{2018},"BARRETT, CRAIG MR",H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,TX,C00649186,H8TX25134,7/3/17,7/26/18,12/22/17
WILLIAMS WORKS - GREG WILLIAMS FOR CONGRESS,"{2018,2020}","RAWASIA, TERRI MS.",H,House,Q,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,FL,C00636704,H8FL15172,4/4/17,4/4/17,4/4/17
CHRISTIAN L VALIENTE COMMITTEE TO ELECT FOR CONGRESS,"{2018,2020}","VALIENTE, CHRISTIAN LEONEL",H,House,Q,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,CA,C00659243,H8CA35115,10/26/17,4/16/19,10/26/17
MIZAN FOR CONGRESS,"{2018,2020}","PACHAI, SAVITRIE YVONNE",H,House,Q,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,NY,C00673236,H8NY05123,3/13/18,4/15/19,3/13/18
SHERZAN FOR IOWA,{2018},"FIIHR, JENNIFER",H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,IA,C00634527,H4IA03057,3/7/17,6/18/17,3/7/17
DR BARSOOM FOR CONGRESS,"{2018,2020}","CAIMANO, LORRAINE",H,House,Q,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,NJ,C00669796,H8NJ07249,2/13/18,8/13/18,2/13/18
TIM BJORKMAN FOR SOUTH DAKOTA,"{2018,2020}","ORTMAN, TOM DR.",H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,SD,C00650226,H8SD01097,7/12/17,4/19/19,7/12/17
JOHN CHRIN FOR CONGRESS,"{2018,2020}","JUKUS, JOEL",H,House,Q,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,PA,C00640839,H8PA17050,5/18/17,4/13/19,3/21/19
ANITA FOR ARIZONA,"{2018,2020}","ATWOOD, APRIL",H,House,Q,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,AZ,C00655134,H8AZ06103,9/11/17,4/15/19,9/11/17
FLACCAVENTO FOR CONGRESS,"{2018,2020}","SHUMAN, DORIS CLENDENEN MS",H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,VA,C00657619,H8VA09066,10/10/17,2/12/19,10/10/17
JBALL FOR CONGRESS,"{2018,2020}","BALL, JENNIFER",H,House,Q,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,TN,C00676130,H6TN05314,4/12/18,8/9/18,4/12/18
GLORIA CHADWICK FOR CONGRESS,{2018},"HALEY, NANCY R",H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,CA,C00634105,H8CA50080,2/28/17,8/28/17,2/28/17
FRIENDS OF TIM HARRIS,"{2018,2020}",DAVID E WULF,H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,OK,C00637777,H8OK01165,4/11/17,4/25/19,4/11/17
DANIEL TINUS FOR CONGRESS,"{2018,2020}","TINUS, DANIEL",H,House,Q,P,Principal campaign committee,,,LIB,LIBERTARIAN PARTY,TX,C00678672,H8TX27114,5/13/18,5/13/18,5/13/18
ALEX T FOR CONGRESS,{2018},"EVANS, DIANE",H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,TX,C00639187,H8TX07124,5/3/17,7/17/18,5/3/17
FOREIGN POLICY LEADERSHIP COMMITTEE,"{2018,2020}","ALBERTSON, ANDREW P",H,House,Q,J,Joint fundraising committee,,,,,DC,C00670893,,2/22/18,4/14/19,2/22/18
BRADLEY FOR CONGRESS,{2018},JENNA R BRADLEY,H,House,T,P,Principal campaign committee,,,,,KY,C00657684,,10/4/17,1/18/18,11/6/17
REUBEN FOR CONGRESS,"{2018,2020}","KING, BREON",H,House,Q,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,NV,C00647560,H6NV01232,6/12/17,2/19/19,6/12/17
SEVIGNY FOR CONGRESS,{2018},"OLIVARI, JOHN",H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,FL,C00666735,H8FL06155,1/21/18,10/18/18,1/21/18
JOE WALTON FOR CONGRESS,"{2018,2020}","WALTON, JOSEPH BUCKLER",H,House,T,P,Principal campaign committee,,,LIB,LIBERTARIAN PARTY,VA,C00673038,H8VA07128,3/11/18,2/11/19,3/11/18
ROEL GARCIA FOR CONGRESS,"{2018,2020}","GARCIA, ROCIO",H,House,Q,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,TX,C00661256,H8TX29078,11/21/17,2/19/19,11/21/17
ABHIRAM FOR CONGRESS,"{2018,2020}","TATINENI, SRINIVASA",H,House,Q,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,TX,C00693051,H0TX31030,12/21/18,12/21/18,12/21/18
COMMITTEE TO ELECT ENOCH,"{2018,2020}","JOHNSON, CATHERINE",H,House,Q,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,OH,C00667279,H8OH08097,1/26/18,2/19/19,2/22/18
RYAN HILL FOR CAPITOL HILL,"{2018,2020}","HILL, RYAN",H,House,Q,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,MI,C00672444,H8MI13300,3/6/18,7/15/18,3/6/18
YONA BARASH FOR CONGRESS,{2018},"LAWLER, KELLY",H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,CA,C00655191,H8CA07072,9/12/17,9/12/18,9/12/17
SEEBERGER FOR CONGRESS,"{2018,2020}","SEEBERGER, RICK",H,House,T,P,Principal campaign committee,,,REC,,TX,C00662379,H8TX16133,12/4/17,4/15/19,4/2/18
CYBER PARTY,"{2018,2020}","CORLEY, MICHAEL",H,House,Q,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,CT,C00650549,,7/17/17,8/13/17,7/17/17
ERIC TERRELL 2018,{2018},"TERRELL, ERIC",H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,TN,C00640169,H8SD01089,5/11/17,7/23/18,7/5/17
FRIENDS OF JOAN ELIZABETH SEAMANS,{2018},"NIZINSKI, GARY",H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,NY,C00665141,H8NY27168,1/8/18,11/28/18,1/8/18
ABENTROTH FOR US CONGRESS,"{2018,2020}","DENZ, ALAN LEE JR",H,House,Q,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,ND,C00667733,,1/30/18,4/24/18,4/12/18
ADAM WYNN FOR GEORGIA,{2018},"WYNN, QUENTIN",H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,GA,C00658716,H8GA11047,10/22/17,4/25/18,10/22/17
JOHN PETERS FOR THE 12TH,"{2018,2020}","PETERS, KATHRYN D.",H,House,Q,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,OH,C00649889,H8OH12149,7/10/17,7/10/17,7/10/17
CLARK KENNEDY VICTORY FUND,"{2018,2020}","MARTIN, GEMMA W",H,House,Q,J,Joint fundraising committee,,,,,MA,C00639112,,5/2/17,4/15/19,5/2/17
CARTER CONGRESSIONAL CAMPAIGN,{2018},"CARTER, ABIGAIL",H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,NV,C00670471,H8NV03259,2/19/18,7/31/18,2/19/18
KEVIN JOHNSON FOR CONGRESS,{2018},"BEAUVAIS, DARWIN",H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,PA,C00665828,H8PA01260,1/12/18,10/19/18,3/2/18
FRIENDS OF JONATHAN EBEL,{2018},"HSIAO-WECKSLER, ROBIN",H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,IL,C00654111,H8IL13176,8/28/17,7/19/18,3/30/18
THE PEOPLE FOR MATT WOODY,"{2018,2020}","WOODY, MATT",H,House,Q,P,Principal campaign committee,,,NPA,NO PARTY AFFILIATION,CA,C00648196,H8CA42236,6/19/17,2/19/19,6/19/17
STOLZ FOR CONGRESS,{2018},"LEONARD, JOHN",H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,PA,C00651356,H8PA12093,7/24/17,2/7/18,7/24/17
JENNIE LOU LEEDER FOR UNITED STATES CONGRESS,"{2018,2020}","MILES, PAMELA JEAN 3259386212",H,House,Q,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,TX,C00649210,H8TX11100,7/3/17,4/15/19,3/15/19
RYAN SAWYERS FOR CONGRESS,{2018},"MELE, STEVEN",H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,VA,C00636480,H8VA01261,4/3/17,3/29/18,4/3/17
JEREMY KELLY,"{2018,2020}","KELLY, BRITTANY",H,House,Q,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,FL,C00657809,H8FL06114,10/11/17,10/11/17,10/11/17
MARLA MOTT-SMITH CAMPAIGN FOR UTAH'S 4TH CONGRESSIONAL DIST,{2018},"BOEKWEG, JOHNATHAN DANIEL",H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,UT,C00636910,H8UT04020,4/5/17,11/15/17,7/10/17
MARILYN WILES FOR CONGRESS,"{2018,2020}","WILES, JOHN ARTHUR DR",H,House,Q,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,AZ,C00669572,H8AZ02219,2/10/18,2/19/19,2/10/18
ELECT TYLER STEVENS,"{2018,2020}","STEVENS, TYLER MR.",H,House,Q,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,CO,C00670836,H8CO05189,2/21/18,2/19/19,2/21/18
COWEN FOR CONGRESS,"{2018,2020}","COWEN, MARTIN LINDSEY MR. III",H,House,Q,P,Principal campaign committee,,,LIB,LIBERTARIAN PARTY,GA,C00672352,H8GA13027,3/6/18,4/17/19,4/17/19
GINA SOSA FOR CONGRESS,{2018},"AGUILES, ATANACIA CARMEN MRS.",H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,FL,C00670968,H8FL27102,2/22/18,9/13/18,2/22/18
PATRIOTS FOR STREK,"{2018,2020}","STREK, STEFAN G",H,House,Q,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,OR,C00678771,H8OR04175,5/14/18,5/14/18,5/14/18
SOUTH FLORIDA WOMEN'S VICTORY FUND,{2018},"BRENGARTH, MEGAN",H,House,T,J,Joint fundraising committee,,,,,DC,C00680439,,6/7/18,12/20/18,9/27/18
DON ENDRISS CAMPAIGN ACCOUNT US CONGRESS DISTRICT 23,{2018},DON ENDRISS,H,House,T,P,Principal campaign committee,,,NPA,NO PARTY AFFILIATION,FL,C00679258,H6FL23089,5/21/18,11/14/18,5/21/18
DAVID WILLIAMS FOR CONGRESS,"{2018,2020}","COOPER, LINDA",H,House,Q,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,TX,C00666560,H8TX05151,1/19/18,2/19/18,1/19/18
RICHARD SANDBERG,{2018},"COOK, RALPH SAM",H,House,A,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,OH,C00647834,H2OH17109,6/15/17,5/3/18,6/15/17
CHRIS GRAVES FOR CONGRESS,"{2018,2020}","GRAVES, STEPHANIE",H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,MD,C00668806,H8MD06259,2/6/18,2/15/19,2/6/18
JOHN RENISON FOR CONGRESS,"{2018,2020}","BALESKIE, BRIANA",H,House,Q,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,CA,C00667378,H8CA51054,1/27/18,4/15/19,1/27/18
STARS AND STRIPES AMERICA,{2018},"KILGORE, PAUL",H,House,T,J,Joint fundraising committee,,,,,DC,C00686667,,9/4/18,12/21/18,9/4/18
BUSTOS JEFFRIES VICTORY FUND,{2018},"KYRIACOPOULOS, JANICA",H,House,T,J,Joint fundraising committee,,,,,DC,C00687913,,9/21/18,12/10/18,9/21/18
JIM FRANCIS FOR CONGRESS,"{2018,2020}","FRANCIS, NICOLE MRS",H,House,Q,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,LA,C00670950,H8LA01130,2/22/18,4/14/19,5/14/18
MAX DELLA PIA FOR CONGRESS,{2018},"HERNANDEZ, JANET",H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,NY,C00649954,H8NY23175,7/10/17,11/1/18,5/25/18
44 FUND,"{2018,2020}","ANISKOFF, PAULETTE",H,House,Q,J,Joint fundraising committee,,,,,VA,C00687962,,9/22/18,4/1/19,9/22/18
FRIENDS OF DEAN MALIK,{2018},DEAN MALIK,H,House,T,A,Authorized by a candidate,,,REP,REPUBLICAN PARTY,PA,C00664268,"H0PA08122,H8PA01286",12/29/17,10/12/18,7/16/18
HARDY STEWART VICTORY COMMITTEE,{2018},"HASTIE, CHRISSIE",H,House,T,J,Joint fundraising committee,,,,,NV,C00689620,,10/15/18,12/10/18,10/15/18
PHILADELPHIA VOTERS UNITED,{2018},"MURPHY, SHAWN P MR.",H,House,T,A,Authorized by a candidate,,,DEM,DEMOCRATIC PARTY,PA,C00677542,H8PA01245,4/28/18,5/21/18,4/30/18
FRIENDS OF ROXANN KLUTTS 2018,"{2018,2020}","HOLKUM, DONALD GENE MR.",H,House,Q,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,OK,C00676833,H8OK04086,4/20/18,4/20/18,4/20/18
THE COMMITTEE TO ELECT MICHAEL LITTLE,"{2018,2020}","HALL, RYAN",H,House,Q,P,Principal campaign committee,,,NNE,NONE,OH,C00672105,H8OH10135,3/4/18,4/5/18,3/4/18
LEVIN ROUDA VICTORY FUND,"{2018,2020}","MAY, JENNIFER",H,House,T,J,Joint fundraising committee,,,,,DC,C00683466,,7/23/18,2/3/19,7/23/18
AINGE FOR CONGRESS,{2018},"MANWARING, JOSH",H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,UT,C00647370,H8UT03196,6/9/17,10/12/18,6/9/17
MARK BURNS FOR CONGRESS,{2018},"JOHNSON, EARNELLE",H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,SC,C00670786,H8SC04284,2/21/18,8/10/18,2/21/18
TERRY RYAN FOR CONGRESS,{2018},"RYAN, EDWARD W",H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,MA,C00658435,H8MA03148,10/18/17,6/8/18,10/18/17
TOM CAMPBELL FOR NORTH DAKOTA,"{2018,2020}","CAMPBELL, TOM",H,House,Q,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,NO,C00653675,H8ND00104,8/16/17,2/25/19,6/12/18
STEPHEN J. SCHRADER FOR U.S. CONGRESS 2020,"{2018,2020}","CHAFE, KENNETH RICHARD MR. SR.",H,House,Q,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,CA,C00677187,S8CA00366,4/24/18,4/4/19,4/24/18
ZELT FOR CONGRESS,{2018},"KIELINEN, DEJAH",H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,CA,C00649046,H8CA50122,7/2/17,4/16/18,7/2/17
STEVEN CASTELLANO FOR US CONGRESS,"{2018,2020}","CASTELLANO, STEVEN DION MR. JR.",H,House,Q,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,CA,C00641266,,5/23/17,5/23/17,5/23/17
BIGGINS FOR VIRGINIA,{2018},"BIGGINS, JULIA",H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,VI,C00658245,H8VA10163,10/16/17,7/17/18,10/16/17
ANTONY GHEE FOR CONGRESS INC,{2018},BRITTANY BRINKMAN,H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,NJ,C00672246,H8NJ11233,3/2/18,7/13/18,3/2/18
COMMITTEE TO ELECT JIM PRUETT,"{2018,2020}","PRUETT, JAMES E. .",H,House,Q,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,IN,C00652909,H8IN06087,8/11/17,4/15/18,8/11/17
BOYD MELSON FOR CONGRESS,"{2018,2020}","MANN, SAM",H,House,Q,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,NY,C00637587,H8NY11063,4/13/17,4/10/19,4/13/17
JETTE FOR US,"{2018,2020}","INGRAM, ROBERT",H,House,Q,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,AZ,C00673566,H8AZ06111,3/16/18,3/16/18,3/16/18
RAZ MASON FOR OREGON,{2018},"LOVELL, TEDD",H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,OR,C00669234,H8OR02187,2/8/18,10/29/18,2/8/18
JEFF BEALS FOR CONGRESS,"{2018,2020}","BEALS, ALLEN",H,House,Q,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,NY,C00641035,H8NY19215,5/21/17,4/18/19,5/21/17
AMERICANS UNITED FOR FREEDOM,{2018},"LISKER, LISA",H,House,T,J,Joint fundraising committee,,,,,VA,C00673327,,3/14/18,12/10/18,3/14/18
STEVE BIEDA FOR CONGRESS,{2018},"KARNER, EDMUND",H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,MI,C00664367,H8MI09126,1/1/18,6/3/18,1/1/18
LAMAGNA FOR CONGRESS,{2018},"SUTTELL, FRANK",H,House,T,P,Principal campaign committee,,,IND,INDEPENDENT,NY,C00677377,H6NY03122,4/26/18,10/15/18,4/26/18
COLEMAN YOUNG FOR CONGRESS,"{2018,2020}","LEE, MARY A MS",H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,MI,C00665869,H8MI13318,1/12/18,2/12/19,1/12/18
PEOPLE FOR CORBIN-JOHNSON,"{2018,2020}","BACHMAN, JOSEPH",H,House,Q,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,PA,C00657189,H8PA04108,10/4/17,2/19/19,10/24/17
VITALI FOR CONGRESS,{2018},"ALBERTS, SCOTT",H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,PA,C00667295,H8PA07176,1/26/18,10/19/18,1/26/18
CANON FOR INDIANA,"{2018,2020}","HOWARD, JENNIFER DAWN",H,House,Q,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,KY,C00648998,H8IN09081,7/1/17,4/16/19,7/1/17
TRAVIS WINES FOR U.S. CONGRESS,"{2018,2020}","WINES, TRAVIS",H,House,Q,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,MI,C00677914,H8MI05116,5/3/18,9/6/18,9/6/18
REGINA FOR CONGRESS,{2018},"MUSTAFA, ADNAN",H,House,T,P,Principal campaign committee,,,DFL,DEMOCRATIC-FARM-LABOR,MN,C00653964,H8MN01311,8/25/17,12/22/17,8/25/17
ALLI FOR VIRGINIA,"{2018,2020}","ABRAHAM, LINDA",H,House,Q,P,Principal campaign committee,,,NON,NON PARTISAN,VA,C00634899,H8VA07060,3/7/17,1/29/19,4/15/18
DEPLORABLES FOR LEE A BRIAN,{2018},"BRIAN, LEE ANDREA MS.",H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,NC,C00651802,H8NC04082,7/28/17,7/23/18,7/28/17
CORI BUSH FOR CONGRESS,"{2018,2020}","BUSH, CORI",H,House,Q,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,MO,C00638767,H8MO01143,4/26/17,4/15/19,1/23/19
HECTOR MORALES FOR CONGRESS,"{2018,2020}","MORALES, HECTOR MR.",H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,TX,C00636936,H8TX29045,4/6/17,2/8/19,7/15/18
FRIENDS OF EDUARDO ROSAS,"{2018,2020}","LECHA, JAVIER",H,House,Q,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,MD,C00669804,H8MD03140,2/13/18,2/13/18,2/13/18
TIEGEL FOR CONGRESS,"{2018,2020}","JACKSON, SUE",H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,NC,C00665935,H8NC08117,1/13/18,3/28/19,1/13/18
COMMITTEE TO ELECT RICK GALLANT,"{2018,2020}","HILL, MATTHEW",H,House,Q,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,NY,C00641365,H8NY23142,5/24/17,2/19/19,5/24/17
MARY HELEN BARRO FOR REPRESENTATIVE,"{2018,2020}","LEWIS, DENISE",H,House,Q,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,CA,C00670760,H8CA23129,2/21/18,4/15/19,5/8/18
TAMARA FOR NJ,{2018},"MELE, STEVEN",H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,NJ,C00652800,H8NJ11175,8/10/17,8/7/18,8/10/17
FRIENDS OF SARA IDLEMAN,"{2018,2020}","BARBER, PATRICK",H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,NY,C00664391,H8NY21328,1/1/18,3/21/19,1/1/18
BOATNER FOR CONGRESS,"{2018,2020}","COLVIN, LAUREN MRS",H,House,T,A,Authorized by a candidate,,,DEM,DEMOCRATIC PARTY,TN,C00658591,H8TN08108,10/19/17,2/5/19,10/19/17
