name,cycles,treasurer_name,committee_type,committee_type_full,filing_frequency,designation,designation_full,organization_type,organization_type_full,party,party_full,state,committee_id,candidate_ids,first_file_date,last_file_date,last_f1_date
KURZON FOR CONGRESS,{2014},LEONARD M KOHEN,H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,NY,C00541482,H4NY07102,2/11/13,9/26/14,2/11/13
"DRENKHAHU, ROBERT C (UNAUTH CMTE",{1980},GLADYS V DRENKHAHU,H,House,T,U,Unauthorized,,,AIP,AMERICAN INDEPENDENT PARTY,MI,C00136499,,10/1/80,11/21/80,10/1/80
BILL SCHUETTE FOR CONGRESS '84,"{1982,1984,1986,1988,1990,1992,1994,1996,1998}",BILL SCHUETTE,H,House,A,A,Authorized by a candidate,,,REP,REPUBLICAN PARTY,MI,C00167601,H4MI10016,6/2/83,7/15/97,4/13/90
AUDREY VICKERS CAMPAIGN COMMITTEE,"{1994,1996}",ED M VICKERS,H,House,T,P,Principal campaign committee,,,,,FL,C00296012,H4FL16062,7/10/94,5/24/96,8/16/94
STEVENS FOR CONGRESS COMMITTEE,"{1982,1984}",KATHLEEN L CURRY,H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,NY,C00147447,H2NY06017,12/2/81,11/1/83,3/2/82
JAMES E BRYAN FOR CONGRESS,{2014},JAMES E BRYAN,H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,FL,C00555201,H8FL01099,1/23/14,12/8/14,1/23/14
SONNELAND FOR CONGRESS COMMITTEE,"{1978,1980,1982,1984}",THOMAS JOHN STEVENSON,H,House,T,A,Authorized by a candidate,,,REP,REPUBLICAN PARTY,WA,C00091033,H8WA05011,4/3/78,9/16/83,9/29/81
GREG EVERS FOR CONGRESS,"{2016,2018}","EVERS, GREG",H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,FL,C00614974,H6FL01184,4/16/16,4/30/17,12/7/16
ELLEN SIMON FOR CONGRESS,"{2006,2008,2010}",GAEL SUMMER,H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,DC,C00423897,H6AZ00035,5/1/06,10/29/09,5/2/07
PEACOCK FOR CONGRESS,"{2000,2002,2004}",DONALD A LEE,H,House,A,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,CA,C00347278,H0CA15114,7/22/99,6/8/04,10/7/99
WAIHEE FOR CONGRESS,"{2002,2004}",MICHAEL NEKOBA,H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,HI,C00383273,H2HI02474,11/5/02,6/8/04,11/5/02
BECKERLE FOR CONGRESS,"{2006,2008}",ROBERT A BECKERLE,H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,AL,C00424762,H6AL01052,5/15/06,10/2/07,5/25/06
WEINSTEIN FOR CONGRESS,"{1988,1990}",JACK TZORFAS,H,House,T,P,Principal campaign committee,,,,,NJ,C00233379,H4NJ12016,10/12/88,11/22/89,11/22/89
STINSON FOR CONGRESS,"{2016,2018}","STINSON, WILLIAM",H,House,T,P,Principal campaign committee,,,NPA,NO PARTY AFFILIATION,FL,C00619783,H6FL08254,6/13/16,8/10/17,6/13/16
CRAVINS FOR CONGRESS,"{2004,2006,2008}",DONALD CRAVINS JR,H,House,A,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,LA,C00399535,H4LA07052,4/19/04,1/26/07,4/19/04
ARBUCKLE FOR CONGRESS,"{1982,1984}",NORMAN LINDHART,H,House,T,A,Authorized by a candidate,,,REP,REPUBLICAN PARTY,IA,C00154542,H2IA05023,4/27/82,10/15/82,4/27/82
SLIDER FOR CONGRESS,"{2004,2006}",LAURA M VANCE,H,House,A,P,Principal campaign committee,,,IND,INDEPENDENT,KY,C00396614,H4KY04101,2/23/04,7/26/05,2/23/04
MCDOUGAL JOINT COMMITTEE FOR ECONOMIC RECOVERY,"{1982,1984}",JACK L COMBS,H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,AR,C00152777,H2AR03010,3/29/82,12/8/83,3/29/82
JOHN BROAD FOR CONGRESS,"{2010,2012}",PAUL CENKO,H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,MI,C00483842,H0MI13406,5/25/10,1/5/12,12/7/11
DAVE CAMP FOR CONGRESS '92,"{1992,1994}",GWENDOLA D LANG,H,House,T,A,Authorized by a candidate,,,REP,REPUBLICAN PARTY,MI,C00253393,H0MI10071,3/25/91,3/18/94,6/27/91
DAN MANSELL FOR CONGRESS,"{2008,2010}",JASON T LEMMONS,H,House,A,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,NC,C00447888,H6NC02106,3/31/08,1/22/10,3/31/08
BADEY FOR CONGRESS,"{2012,2014}","KATES, KATHLEEN",H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,PA,C00512756,H2PA07070,2/13/12,1/14/13,1/14/13
ERIC OLSON FOR CONGRESS,"{2010,2012}",JOSEPH J BACHAN,H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,IN,C00477992,H0IN01093,3/9/10,9/2/11,3/9/10
FRIENDS OF AMATA,"{2004,2006,2008,2010,2012,2014,2016,2018,2020}","USLE, MICHAEL LAWRENCE MR. SR.",H,House,Q,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,AS,C00393041,H4AS00036,11/28/03,4/24/19,5/24/11
CONGRESSMAN JULES BAGNERIS,"{2002,2004}",ANDY SOEMARDI,H,House,A,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,CA,C00365395,H2CA32156,3/27/01,7/31/03,3/27/01
JON HOADLEY FOR CONGRESS,{2020},"SHARMA, NAMITA",H,House,Q,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,MI,C00701599,H0MI06152,4/8/19,4/8/19,4/8/19
CHAD WILBANKS FOR CONGRESS,"{2012,2014}",DAVID SEWELL,H,House,A,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,TX,C00501155,H2TX25236,8/25/11,2/1/14,8/25/11
JIM NEWCOMB COMMITTEE FOR CONGRESS,"{1978,1980}",,H,House,T,P,Principal campaign committee,,,,,NC,C00088096,H8NC01021,3/23/78,3/20/79,7/24/78
FITZGERALD FOR CONGRESS INC,"{1984,1986,1988,1990,1992,1994}",SHARI FITZGERALD,H,House,A,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,IA,C00173674,H4IA05052,12/13/83,11/17/93,10/28/85
COMMITTEE TO ELECT MCCUSKEY TO CONGRESS,"{1982,1984}",JOHN MCCUSKEY,H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,WV,C00151134,H2WV01011,3/1/82,8/22/84,3/19/82
WILSON 2012,"{2012,2014,2016}",MARY F GRAETZER,H,House,A,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,NY,C00511287,H2NY19093,1/31/12,12/16/15,1/31/12
WELBOURN FOR CONGRESS COMMITTEE,"{1988,1990}",ROBERT A WELBOURN,H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,CA,C00224766,H8CA42079,3/23/88,11/17/89,7/22/88
HENDERSON FOR CONGRESS,"{2018,2020}","HENDERSON, NICHOLAS ANDREW",H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,ID,C00657429,H8ID01157,10/7/17,1/28/19,10/7/17
COMMITTEE TO ELECT RALPH SINCLAIR FOR CONGRESS,"{1992,1994}",JANET A SINCLAIR,H,House,T,P,Principal campaign committee,,,,,AZ,C00250746,H2VT00052,3/4/91,1/17/95,1/27/93
DANA OUTLAW FOR CONGRESS,{2020},LORI GRADY WORLEY,H,House,Q,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,NC,C00698787,H0NC03297,3/6/19,4/20/19,3/6/19
SO CAL VICTORY FUND,"{2018,2020}","JACKSON, SUSAN",H,House,T,J,Joint fundraising committee,,,,,CA,C00668954,,2/6/18,1/29/19,7/17/18
DECAILLY 2016,"{2016,2018}","DECAILLY, PAUL",H,House,A,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,FL,C00608646,H6FL13213,2/9/16,4/26/18,3/2/16
ZANE YATES FOR CONGRESS,"{2004,2006}",MICHAEL A LEARA,H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,MO,C00390591,H4MO03098,9/24/03,4/19/05,9/24/03
FRIENDS OF JONATHAN KALBFELD,"{2012,2014,2016,2018}",JONATHAN RYAN KALBFELD,H,House,A,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,CA,C00509984,H2CA28121,1/17/12,4/26/18,3/5/12
MANSELL FOR CONGRESS,{2006},JASON T LEMONS,H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,NC,C00423327,H6NC02106,4/24/06,12/5/06,4/24/06
TED JANOWSKI FOR CONGRESS,{1992},TED JANOWSKI,H,House,T,P,Principal campaign committee,,,,,NY,C00276402,H2NY23087,9/24/92,7/9/93,9/24/92
PEAKS VICTORY COMMITTEE 2018,{2018},"KILGORE, PAUL",H,House,T,J,Joint fundraising committee,,,,,GA,C00663252,,12/13/17,8/7/18,12/13/17
FRIENDS OF JIM NEIDNER FOR CONGRESS,{2012},SHARON EVELYN NEIDNER,H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,TX,C00500397,H2TX36019,8/10/11,11/3/11,9/26/11
PAM ROACH FOR CONGRESS,"{1992,1994}",DARWIN SCIBA,H,House,T,P,Principal campaign committee,,,,,WA,C00261768,H2WA08117,3/4/92,2/18/94,7/15/92
BRINKLEY CAMPAIGN COMMITTEE,"{1976,1978,1980,1982,1984}",MRS. RUTH H. WALL,H,House,T,P,Principal campaign committee,,,,,GA,C00046771,H6GA03014,7/2/76,3/6/84,3/24/80
ROBERT ESTES FOR CONGRESS,{2012},MARTHA ANN ESTES,H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,MS,C00509224,H2MS01080,1/6/12,4/17/12,1/26/12
SCOTT MICHAEL ADAMS FOR CONGRESS,{2016},"ADAMS, SCOTT",H,House,T,P,Principal campaign committee,,,IND,INDEPENDENT,CA,C00613588,H6CA38113,4/3/16,6/14/16,4/3/16
DOUGHERTY VOLUNTEER COMMITTEE,{1984},ROBERT S GILBERT,H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,MN,C00174805,H4MN08026,1/9/84,4/26/85,1/9/84
FRANK SCHMUCK FOR CONGRESS,{2002},ALICE SENNETTE,H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,AZ,C00369207,H2AZ00042,9/27/01,1/18/02,9/27/01
COMMITTEE FOR A CHOICE,"{1984,1986,1988}",RONALD A TAYLOR,H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,NY,C00167247,H4NY17010,5/13/83,4/12/88,4/12/88
COMMITTEE TO ELECT STEVE HOFFMAN,{1996},PRISCILLA M PINNEGAR,H,House,T,P,Principal campaign committee,,,,,MI,C00305748,H6MI16125,8/22/95,11/1/96,8/22/95
BRAD LORD - LEUTWYLER FOR CONGRESS,"{2010,2012,2014,2016,2018}",CHRISTINE LORD-LEUTWYLER,H,House,A,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,NV,C00467928,H0NV03041,10/5/09,4/26/18,10/5/09
JOE MONAHAN FOR CONGRESS,"{1996,1998}",PENNY KITSEMBLE,H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,WI,C00313239,H6WI03123,2/20/96,3/6/98,2/20/96
AL JONES FOR CONGRESS CAMPAIGN,{1992},CAROL JONES,H,House,T,P,Principal campaign committee,,,,,GA,C00269894,H2GA01215,6/4/92,11/20/92,6/4/92
RON VINCENT FOR CONGRESS COMMITTEE,"{2012,2014}",RONALD J VINCENT,H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,MS,C00510289,H2MS04175,1/17/12,2/26/15,2/29/12
KARIM FOR CONGRESS,{2018},"TRIMBLE, THERON LAVERN JR.",H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,FL,C00675975,H8FL25023,4/10/18,7/12/18,4/10/18
GO WHIT (STEVE WHITMOYER) COMMITTEE,"{1996,1998}",TOM GEBHARDT,H,House,A,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,OH,C00311753,H6OH16086,1/29/96,7/15/97,1/29/96
CULLERTON FOR CONGRESS,"{2016,2018}","FERRONE, TONY",H,House,A,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,IL,C00576314,H6IL08154,4/20/15,4/26/18,4/20/15
PHIL SUDAN FOR CONGRESS,"{2000,2002,2004,2006,2008}",MRS TRACY SUDAN,H,House,A,P,Principal campaign committee,,,,,TX,C00347708,H0TX25032,8/5/99,4/13/07,7/26/03
BYRNE FOR CONGRESS COMMITTEE; THE,"{2006,2008}",JILL K HUEY,H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,MO,C00423335,H6MO01220,4/24/06,11/20/07,4/24/06
RALPH NORMAN FOR CONGRESS,"{2006,2008,2010}","CLIMER, KIMBERLY MALLARD MRS.",H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,SC,C00416461,H6SC05111,10/19/05,10/28/10,7/19/06
STEPHEN JONES FOR CONGRESS,"{1980,1982}",BETH GUIDA,H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,OK,C00133355,H0OK06013,8/18/80,6/16/82,8/18/80
NATHAN DEAL FOR CONGRESS,"{1992,1994,1996,1998,2000,2002,2004,2006,2008,2010}","WILHEIT, PHILIP A.",H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,GA,C00263608,H2GA09036,3/24/92,7/21/09,10/15/08
FRIENDS OF ROD DRIVER,"{1998,2000}",JAMES T LEWIS,H,House,T,A,Authorized by a candidate,,,REP,REPUBLICAN PARTY,RI,C00336800,H0RI02097,5/12/98,3/15/99,5/12/98
JIM NANCE FOR CONGRESS,{1992},BETH BROWNELL,H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,NM,C00262683,H2NM01052,3/16/92,9/18/92,3/16/92
FRIENDS OF JANE DITTMAR,"{2016,2018}",JENNIFER J BROWN,H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,VA,C00585976,H6VA05118,9/4/15,1/2/18,9/4/15
COMMITTEE TO ELECT PEDRO A. TENORIO DELEGATE,"{2008,2010}",KARL T REYES,H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,MP,C00450742,H8MP00017,5/27/08,3/13/09,6/17/08
ADRIENNE BELL 2018,"{2018,2020}","RAYFORD, ANDRET",H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,TX,C00639872,H8TX14120,5/10/17,2/4/19,1/23/18
THE COMMITTEE TO ELECT BOBBY SCOTT,{2016},"KILGORE, PAUL",H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,GA,C00609024,H6GA02115,2/12/16,5/25/16,2/12/16
REGGIE SELTZER FOR CONGRESS,"{2000,2002}",LEO DAVIS,H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,NY,C00358507,H0NY01103,6/5/00,4/30/02,6/5/00
JOHN MCCONNEL WOLFE JR FOR CONGRESS,"{2004,2006,2008,2010}",ALBERT F TEAGUE JR,H,House,A,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,TN,C00401521,H8TN03141,5/28/04,11/15/10,5/28/04
ADAMSON FOR CONGRESS,"{1984,1986}",STEVE W SMITH,H,House,T,P,Principal campaign committee,,,,,ID,C00173666,H4ID02014,12/13/83,3/31/87,4/23/86
TOM HARNEY FOR CONGRESS,{1994},THOMAS ROY HARNEY,H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,CA,C00292086,H2CA14055,3/8/94,7/5/94,3/8/94
RENE D. KEMP FOR CONGRESS COMMITTEE,"{1982,1984}","FLOYD, JAMES M",H,House,T,P,Principal campaign committee,,,,,GA,C00149039,H2GA01058,1/21/82,5/5/83,9/21/82
DOUG OSE FOR CONGRESS,"{2008,2010,2012,2014,2016}","COPP, VONA",H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,CA,C00444836,H8CA03105,2/5/08,4/22/16,10/15/14
FRANK MAZZI FOR CONGRESS,"{1984,1986,1988,1990,1992,1994}",ALFRED E JOHNS,H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,CA,C00178665,H4CA23037,3/2/84,6/10/93,3/2/84
GALLAGHER FOR NEW YORK,"{2016,2018,2020}","GALLAGHER, MICHAEL",H,House,Q,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,NY,C00576223,H6NY13097,4/17/15,1/31/19,4/17/15
PEOPLE TO ELECT RICH MANCUSO; THE,"{2006,2008}",DEAN HAAVE,H,House,A,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,CO,C00419077,H6CO02123,1/27/06,8/22/08,1/27/06
FRANCO FOR CONGRESS COMMITTEE,"{1988,1990}",GEORGE ISHKANIAN,H,House,T,A,Authorized by a candidate,,,REP,REPUBLICAN PARTY,CA,C00228221,H8CA29027,5/26/88,10/31/90,5/26/88
KOVACH FOR CONGRESS,"{2008,2010,2012,2014,2016,2018}",THOMAS F KOVACH,H,House,A,P,Principal campaign committee,,,,,TN,C00456806,H6TN05264,10/29/08,4/26/18,10/29/08
RICK NEWTON FOR CONGRESS,"{2012,2014}","CHRIS FOGEL, CPA",H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,NM,C00505966,H2NM03132,11/14/11,3/27/14,11/14/11
RICHARD WELCH REAL CHOICE FOR MASSACHUSETTS,"{2014,2016,2018}",RICHARD WELCH,H,House,A,P,Principal campaign committee,,,IND,INDEPENDENT,MA,C00547463,H4MA05126,7/25/13,4/26/18,8/2/13
THEEMLING FOR CONGRESS,"{1988,1990,1992}",THOMAS CUNCIO,H,House,A,A,Authorized by a candidate,,,,,NJ,C00232579,H8NJ14153,9/26/88,5/26/92,10/4/88
LANGE FOR CONGRESS,{2016},"SCHWARTZ, LAURA",H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,NY,C00602763,H6NY18211,1/6/16,5/3/16,1/7/16
LINDSTROM FOR CONGRESS,{2012},MICAYLA LEE,H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,NE,C00498303,H2NE02041,7/5/11,10/4/12,7/5/11
SPEARMAN FOR CONGRESS,{2018},"CRAWFORD, A. LEAHA",H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,NV,C00664565,H8NV04042,1/2/18,10/29/18,3/1/18
CARDINAL FOR CONGRESS,"{2004,2006}",DAVID H HESLEY,H,House,A,P,Principal campaign committee,,,IND,INDEPENDENT,MN,C00403873,H2MN04086,7/14/04,4/17/06,7/14/04
LORI LUSTIG FOR CONGRESS,"{2002,2004,2006}",RONALD W RICHARDS,H,House,A,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,AZ,C00376962,H2AZ07112,4/20/02,2/1/06,4/20/02
KEITH MATHIS FOR CONGRESS,"{2002,2004}",,H,House,A,P,Principal campaign committee,,,,,WA,C00373795,H2WA07069,7/31/03,7/31/03,
COMMITTEE TO ELECT RON BURBA FOR CONGRESS,"{1978,1980,1982}",,H,House,T,P,Principal campaign committee,,,,,MA,C00098962,H8MA05085,6/28/78,2/19/82,6/28/78
HITTSON FOR CONGRESS,{2008},DANE BETTS,H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,AZ,C00449272,H8AZ08026,4/24/08,7/8/08,4/24/08
BRADY FOR CONGRESS,"{2000,2002,2004}",EUGENE D FUNK IV,H,House,A,P,Principal campaign committee,,,,,IN,C00350496,H0IL15061,11/10/99,6/15/04,7/13/01
FACULTY FOR FROST,"{1982,1984}",HAL DRAKE,H,House,T,A,Authorized by a candidate,,,DEM,DEMOCRATIC PARTY,CA,C00159525,H2CA19013,7/15/82,1/20/83,7/19/82
BURTON FOR CONGRESS,"{2010,2012}",ROBERT CLAUHS,H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,SC,C00470963,H0SC01212,11/23/09,8/17/11,11/23/09
SCHWAB FOR US CONGRESS,"{2006,2008,2010,2012,2014}",DAVID B LUNDGREN SR,H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,KS,C00418707,H6KS03183,1/7/06,2/4/13,1/7/06
KENNEDY FOR CONGRESS,"{1986,1988,1990}",CORNELIUS DANIEL,H,House,T,A,Authorized by a candidate,,,REP,REPUBLICAN PARTY,NJ,C00205625,H4NJ03049,3/19/86,5/8/89,12/14/87
FRIENDS OF JEFF LAWRENCE,"{2010,2012}",MELINDA J REX,H,House,T,P,Principal campaign committee,,,LIB,LIBERTARIAN PARTY,OR,C00482257,H0OR03117,4/28/10,11/16/12,4/28/10
FRIENDS OF AL HUTCHENS,{1982},BONNIE K HUTCHENS,H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,OR,C00146928,H2OR03014,11/18/81,9/24/82,3/10/82
TJ COX FOR CONGRESS,"{2018,2020}","JORGENSEN, CATHLEEN",H,House,Q,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,CA,C00648956,H8CA10167,7/1/17,4/15/19,11/28/18
WADE DARIUS FOR CONGRESS CORP,"{2018,2020}","DARIUS, WADESON (WADE)",H,House,Q,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,FL,C00667584,H8FL10066,1/29/18,2/19/19,1/29/18
HENRY E. BROWN JR. FOR CONGRESS,"{1998,2000,2002,2004,2006,2008,2010,2012,2014,2016,2018,2020}","GIBBONS, GLENN D. MR.",H,House,Q,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,SC,C00341529,H0SC01071,11/9/98,4/14/19,1/30/09
NORM KLINE FOR CONGRESS,{1996},NORMAN KLINE,H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,CA,C00313429,H6CA15111,2/21/96,8/30/96,4/29/96
WRITE IN WHITTENBURG FOR CONGRESS,"{1978,1980}",JIMMY DALE WHITTENBURG,H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,OR,C00103465,H8OR02039,9/18/78,5/4/79,10/17/78
COMMITTEE TO ELECT MARIO RAYMOND REDA TO THE U S CONGRESS,"{1980,1982}",ALAN W LANNING,H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,IL,C00119123,H0IL06011,1/12/80,6/1/81,1/12/80
HUENEFELD CAMPAIGN COMMITTEE,{1986},FRED HUENEFELD JR,H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,LA,C00201012,H6LA05010,1/10/86,11/28/86,6/27/86
FREDERICA S. WILSON FOR CONGRESS,"{2010,2012,2014,2016,2018,2020}","HANDFIELD, LARRY",H,House,Q,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,FL,C00460055,H0FL17068,3/23/09,4/15/19,5/18/16
VICTOR GOOD FOR CONGRESS,"{2000,2002}",MARTHA H GOOD,H,House,T,A,Authorized by a candidate,,,REF,REFORM PARTY,CO,C00360149,H0CO03058,7/19/00,7/27/01,7/19/00
SAM EASTMAN FOR CONGRESS,"{1982,1984}",TERRY W KING,H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,MD,C00158782,H2MD06013,7/13/82,3/24/83,8/11/82
PATRICK SHEARER FOR CONGRESS,"{2012,2014,2016}",ROBERTO RIOS,H,House,A,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,TX,C00510933,H2TX35052,1/30/12,12/16/15,1/30/12
POLITICAL CAMPAIGN TO ELECT PHILLIP ANDREWS; THE,{2012},DIANA ATENCIA,H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,TX,C00495770,H2TX07028,4/26/11,8/29/12,4/26/11
DEBBIE COOK FOR CONGRESS,"{2008,2010}",KINDE DURKEE,H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,CA,C00445932,H8CA46096,2/25/08,10/13/09,2/25/08
LAWLESS FOR CONGRESS,"{2006,2008,2010}",COREY BRETTSCHNEIDER,H,House,A,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,RI,C00411272,H6RI02268,5/2/05,1/2/09,5/2/05
DR RITA RAMIREZ FOR CONGRESS 2018,"{2016,2018,2020}","ARMSTEAD, DOLORES",H,House,Q,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,CA,C00593111,H8CA41139,11/30/15,2/19/19,3/6/18
CITIZENS FOR JOHN OLVER FOR CONGRESS,"{1992,1994,1996,1998,2000,2002,2004,2006,2008,2010,2012,2014}","JOHNSON, FRANCIS A.",H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,MA,C00250860,H2MA01020,3/13/91,1/7/13,10/12/12
COMMITTEE TO ELECT FRANK MCNEILL,"{2018,2020}","BURNS, JOHN",H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,NC,C00663849,H8NC08083,12/20/17,1/30/19,1/23/18
PEREZ FOR CONGRESS,"{1998,2000}",MICHAEL U VILLARREAL,H,House,A,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,TX,C00331140,H8TX20093,11/6/97,6/29/00,11/6/97
PAUL EVANS CANDIDATE COMMITTEE,"{2018,2020}","EVANS, MARTA BLEA",H,House,Q,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,AZ,C00673376,H8AZ03175,3/14/18,3/14/18,3/14/18
BEN WEST FOR OREGON,{2016},"LUBY, REBECCA",H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,OR,C00602573,H6OR05150,1/4/16,8/29/16,1/4/16
NATE LAWRENCE FOR CONGRESS,"{2014,2016,2018}",LUANNA GALIETTI,H,House,A,P,Principal campaign committee,,,IND,INDEPENDENT,NY,C00561126,H4NY05098,4/7/14,4/26/18,5/4/15
KLEIN FOR CONGRESS,"{1992,1994,1996,1998,2000}",EILEEN TOMASULO,H,House,T,P,Principal campaign committee,,,,,NJ,C00268375,H2NJ08059,5/18/92,8/20/99,2/16/98
FRED KRAUSS FOR CONGRESS COMMITTE (HOUSE OF REPRESENTATIVES,"{2000,2002}",FRED KRAUSS,H,House,T,P,Principal campaign committee,,,,,WA,C00360081,H0WA04052,7/21/00,5/18/01,8/28/00
FRIENDS OF JACQUELINE SMITH,"{2012,2014}",CLEVE R SMITH,H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,UT,C00511717,H2UT01193,2/3/12,2/12/13,2/3/12
CARLOS J SANCHEZ FOR CONGRESS,{2016},"ARGOUD, MARTHA ELENA",H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,CA,C00609123,H6CA51074,2/16/16,6/21/16,2/17/16
HUNSICKER FOR CONGRESS,"{2012,2014,2016}",CYNTHIA L BLANKENSHIP,H,House,A,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,VA,C00497909,H2VA07121,6/22/11,11/12/15,6/22/11
CITIZENS FOR FRANK EDWARD GARDNER FOR CONGRESS,"{1994,1996,1998}",FRANK EDWARD GARDNER,H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,IL,C00283739,H4IL09041,9/7/93,4/4/97,11/12/93
COMMITTEE TO ELECT ROBERT MURRAY,"{2012,2014}",FRANK TERUEL,H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,CA,C00516757,H2CA19112,3/21/12,2/6/13,3/21/12
WILL MOORE FOR CONGRESS 2012,{2012},SHAWNDA DEANE,H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,CA,C00502443,H2CA04106,9/21/11,1/17/12,9/21/11
