"","committee_name","committee_id","candidate_name","candidate_id","party","state","district","region","incumbent_challenge","hold_flip","win_per","lose_per","delta","total","advertise","poll","research","consulting","fundraise","pay","materials","travel","event","mail","radio","television","newspaper","smedia","website"
"382","JOHN ROSE FOR TENNESSEE","C00652743","ROSE, JOHN W.","H8TN06094","REP","TN",6,"south","I","GOP Hold",69.5,28.3,"41.2",5230929.77,296570,90846,NA,506131.13,53369.45,214492.22,NA,3305.86,23527,482635.7,NA,NA,NA,NA,NA
"383","CAROL FOR CONGRESS","C00653220","MILLER, CAROL DEVINE","H8WV03097","REP","WV",3,"south","I","GOP Hold",56.4,43.6,"12.8",1921429.15,37346.98,13679.2,31375,418760.88,55110.83,13000,NA,6476.81,13452.79,13610,NA,NA,2021.12,NA,282.55
"384","VAN TAYLOR CAMPAIGN","C00653634","TAYLOR, NICHOLAS V.","H8TX03123","REP","TX",3,"south","I","GOP Hold",54.3,44.3,"10",4475593.89,37848.43,NA,237532.3,829884.15,NA,14624.66,323.87,11526.6,NA,5957.71,NA,NA,NA,NA,NA
"385","COMMITTEE TO ELECT JARED GOLDEN","C00653816","GOLDEN, JARED","H8ME02185","DEM","ME",2,"northeast","I","Dem Pickup",45.5,46.2,"-0.7",6094233.14,3865014.27,170910.58,13000,164018.47,21767.76,788302.91,NA,126612.07,11453.84,23813.4,NA,3820948.89,NA,NA,281.41
"386","VERONICA ESCOBAR FOR CONGRESS","C00653923","ESCOBAR, VERONICA","H8TX16109","DEM","TX",16,"south","I","Dem Hold",68.5,27,"41.5",1440849.59,34933.28,55700,4411.8,87855.45,44281.15,436611.02,NA,32407.43,7411.73,27219.98,NA,NA,NA,NA,20456.43
"387","ANTHONY GONZALEZ FOR CONGRESS","C00654079","GONZALEZ, ANTHONY E","H8OH16124","REP","OH",16,"midwest","I","GOP Hold",56.7,43.3,"13.4",1885679.97,38363.7,64618,25140.35,321795.02,105352.18,337511.68,NA,6575.16,12179.28,44977.01,NA,NA,700,NA,19808
"388","MEUSER FOR CONGRESS","C00654723","MEUSER, DANIEL","H8PA10147","REP","PA",9,"northeast","I","GOP Hold",59.7,40.3,"19.4",2234544.05,226437.28,25120,10000,362092.74,10359.03,NA,NA,744.1,12879.23,355828.09,2800,13000,NA,NA,77503.67
"389","CLOUD FOR CONGRESS","C00655332","CLOUD, MICHAEL","H8TX27049","REP","TX",27,"south","I","GOP Hold",60.3,36.6,"23.7",750024.27,260383.52,NA,NA,194943.33,47904.39,NA,1092.29,8464.95,11390.68,996.24,35231,41126.55,10.65,2043.75,2861.5
"390","SUSIE LEE FOR CONGRESS","C00655613","LEE, SUSIE","H6NV04020","DEM","NV",3,"west","I","Dem Hold",51.9,42.8,"9.1",5167984.02,3785642.76,111547.83,10102.93,103464.62,22928.91,474170.12,6734.25,25999.91,12617.96,120748.9,NA,NA,NA,NA,2677.5
"391","LORI TRAHAN FOR CONGRESS COMMITTEE","C00655647","TRAHAN, LORI","H8MA03106","DEM","MA",3,"northeast","I","Dem Hold",62,33.5,"28.5",2675916.83,2595518.21,33800,57843,346787.99,67500,278819.69,4107.63,977.75,11080.55,34666.25,750,1081250,4865.13,NA,402.99
"392","TOM MALINOWSKI FOR CONGRESS","C00656686","MALINOWSKI, TOM","H8NJ07223","DEM","NJ",7,"northeast","I","Dem Pickup",51.7,46.7,"5",6499315.56,5058474.61,NA,215658.98,128301.32,60377.2,550302.31,NA,14068.47,17228.33,110285.44,NA,NA,NA,NA,7129.48
"393","STANTON FOR CONGRESS","C00657304","STANTON, GREG","H8AZ09040","DEM","AZ",9,"west","I","Dem Hold",61.1,38.9,"22.2",2467395.08,16393.93,52641.41,55741.44,112621.38,47091.25,217116.23,NA,38506.2,14747.42,4225.51,NA,NA,NA,NA,106.28
"394","CONOR LAMB FOR CONGRESS","C00657411","LAMB, CONOR","H8PA18181","DEM","PA",17,"northeast","I","Dem Pickup",56.3,43.7,"12.6",9385278.27,12076088.77,103000,488531.04,704049.72,72386.32,2056681.39,NA,24022.64,64675.68,51301.28,NA,5808701.42,NA,NA,NA
"395","GUY FOR CONGRESS","C00657833","RESCHENTHALER, GUY MR.","H8PA18199","REP","PA",14,"northeast","I","GOP Pickup",57.9,42.1,"15.8",1086396.37,7500,60350,NA,148766.1,17273.59,48582.23,NA,18227.19,2034,121972.73,NA,NA,NA,NA,1750
"396","MARK GREEN FOR CONGRESS","C00658385","GREEN, MARK DR.","H8TN07076","REP","TN",7,"south","I","GOP Hold",66.9,32.1,"34.8",2480168.75,144074.02,72000,69567.14,746193.38,166744,NA,NA,17592.2,71660.8,41951.96,13257.25,52046.48,NA,NA,8239.18
"397","GREG PENCE FOR CONGRESS","C00658401","PENCE, GREGORY J.","H8IN06129","REP","IN",6,"midwest","I","GOP Hold",63.8,32.9,"30.9",2613294.26,1177528.19,137900,15199.45,268030.6,140005.02,381143.74,NA,21617.73,30389.33,1069636.48,1745,563919,8010.14,1800,NA
"398","SUSAN WILD FOR CONGRESS","C00658567","WILD, SUSAN","H8PA15229","DEM","PA",7,"northeast","I","Dem Pickup",53.5,43.5,"10",3447468.48,262.87,NA,102078.52,2785638.29,113233.67,361875.64,41569.77,6997.95,51722.61,3418.18,NA,NA,NA,NA,1263.8
"399","FRIENDS OF BEN MCADAMS","C00658633","MCADAMS, BEN","H8UT04053","DEM","UT",4,"west","I","Dem Pickup",50.1,49.9,"0.2",3302716.61,1800,177880.93,23000,83545.69,27796.16,273889.98,NA,23607.38,18229.53,74231.17,NA,NA,NA,NA,6000
"400","COMMITTEE TO RE-ELECT STEVE WATKINS","C00660050","WATKINS, STEVEN C. JR.","H8KS02199","REP","KS",2,"midwest","I","GOP Hold",48.1,46.4,"1.7",1429295.31,713305.99,17500,NA,127673.85,46963.35,173784.65,NA,NA,NA,51810.46,NA,NA,NA,NA,NA
"401","CHRIS PAPPAS FOR CONGRESS","C00660464","PAPPAS, CHRIS","H8NH01210","DEM","NH",1,"northeast","I","Dem Hold",53.5,45,"8.5",2112368.9,106626.97,94600,20067.22,13988.49,10378.49,305862.03,1926.86,14709.91,9202.32,36185.29,40000,61759.13,1999.2,NA,NA
"402","SYLVIA GARCIA FOR CONGRESS","C00660555","GARCIA, SYLVIA R","H8TX29052","DEM","TX",29,"south","I","Dem Hold",75.1,23.9,"51.2",1111163.14,NA,24356.44,3600,374797.66,47488.97,88897.56,NA,7134.35,21754.72,NA,NA,NA,NA,NA,13850
"403","DAN CRENSHAW FOR CONGRESS","C00660795","CRENSHAW, DANIEL","H8TX02166","REP","TX",2,"south","I","GOP Hold",52.8,45.6,"7.2",1854212.22,66906.73,NA,1840,571825.81,95848.46,165090.89,NA,26620.39,111601.63,53184.1,NA,NA,NA,NA,2167.98
"404","BEN CLINE FOR CONGRESS, INC.","C00661561","CLINE, BENJAMIN LEE","H8VA06104","REP","VA",6,"south","I","GOP Hold",59.8,40.2,"19.6",999861.58,7171.2,41000,NA,204724.78,77568.46,208852.37,NA,13326.08,55740.72,5886.69,NA,NA,NA,NA,2537.47
"405","CHUY GARCIA FOR CONGRESS","C00661777","GARCIA, JESUS","H8IL04134","DEM","IL",4,"midwest","I","Dem Hold",86.6,13.4,"73.2",966395.74,23402.5,28000,4000,106663.74,3000,237613.23,NA,1340.31,28800.92,690.06,1000,NA,NA,NA,229.99
"406","VAN DREW FOR CONGRESS","C00661868","VAN DREW, JEFF","H8NJ02166","DEM","NJ",2,"northeast","I","Dem Pickup",52.9,45.2,"7.7",1947508.79,55410.27,68500,NA,130276.91,44107.54,232919.63,20241.27,13954.67,15282.99,17162.23,3336,NA,NA,NA,NA
"407","RON WRIGHT FOR CONGRESS","C00662171","WRIGHT, RON","H8TX06233","REP","TX",6,"south","I","GOP Hold",53.1,45.4,"7.7",704828.8,NA,117290,7506.39,58578.7,56673.03,NA,8827.39,11744.57,9514.18,80551.64,NA,NA,NA,NA,28
"408","LANCE GOODEN FOR CONGRESS COMMITTEE","C00662601","GOODEN, LANCE","H8TX05144","REP","TX",5,"south","I","GOP Hold",62.4,37.6,"24.8",981605.08,NA,NA,NA,22500,107751.12,15198.96,NA,42441.16,6976.54,256897.01,NA,NA,NA,NA,NA
"409","BALDERSON FOR CONGRESS","C00662650","BALDERSON, WILLIAM TROY","H8OH12180","REP","OH",12,"midwest","I","GOP Hold",51.4,47.2,"4.2",2559065.35,1189438.31,95000,6545.21,224676.94,313440.15,79010.32,NA,48303.73,77773.43,93186.62,9702,327558.75,NA,NA,5552.91
"410","CHIP ROY FOR CONGRESS","C00662767","ROY, CHIP","H8TX21307","REP","TX",21,"south","I","GOP Hold",50.2,47.6,"2.6",1768058.08,NA,NA,92600,443215.58,NA,NA,1163.69,42233.05,NA,529.96,NA,NA,NA,NA,NA
"411","ELECT JIM BAIRD FOR CONGRESS","C00662940","BAIRD, JAMES R DR.","H8IN04199","REP","IN",4,"midwest","I","GOP Hold",64.1,35.9,"28.2",445789.88,358208.46,NA,NA,90499.19,22462.71,950,NA,1133.78,3133.75,409.04,10182.95,97137,NA,NA,NA
"412","DEBBIE LESKO FOR CONGRESS","C00663914","LESKO, DEBBIE","H8AZ08158","REP","AZ",8,"west","I","GOP Hold",55.5,44.5,"11",2211878.86,17516.07,22550,3000,421856.32,446632.86,NA,NA,28821.96,4350.63,40448.7,NA,NA,NA,NA,926.28
"413","ELAINE FOR CONGRESS","C00664375","LURIA, ELAINE","H8VA02111","DEM","VA",2,"south","I","Dem Pickup",51.1,48.9,"2.2",4270496.9,4172055.26,109000,14500,89136.43,38850.35,276208.6,NA,10553.18,27561.43,8367.33,17000,1571683.5,NA,NA,NA
"414","FRIENDS OF MICHAEL GUEST","C00665752","GUEST, MICHAEL PATRICK","H8MS03125","REP","MS",3,"south","I","GOP Hold",62.7,36.3,"26.4",943565.49,33996.49,NA,NA,111510.76,101523.94,7866.89,NA,34542.54,53424.62,6248.83,NA,NA,NA,NA,NA
"415","XOCHITL FOR NEW MEXICO","C00666149","TORRES SMALL, XOCHITL","H8NM02248","DEM","NM",2,"west","I","Dem Pickup",50.9,49.1,"1.8",4666804.53,3326398.15,90250,32272.51,273637.9,93787.48,208062.42,4009.1,43047.28,9153.51,164040.85,NA,NA,NA,NA,NA
"416","MICHAEL WALTZ FOR CONGRESS","C00666396","WALTZ, MICHAEL","H8FL06148","REP","FL",6,"south","I","GOP Hold",56.3,43.7,"12.6",2165365.51,51701.21,42775,NA,306942.17,77440.01,NA,NA,3036.71,10745.46,244838.2,NA,NA,NA,NA,1015.62
"417","THE COMMITTEE TO ELECT AYANNA PRESSLEY","C00667741","PRESSLEY, AYANNA","H8MA07032","DEM","MA",7,"northeast","I","Dem Hold",98.3,0,"98.3",1646499.2,1472.66,3000,43725,364989.49,60809.99,345842.68,NA,43169.13,7371.52,114231.47,NA,NA,NA,NA,10303.82
"418","NEVADANS FOR STEVEN HORSFORD","C00668228","HORSFORD, STEVEN ALEXZANDER","H2NV04011","DEM","NV",4,"west","I","Dem Hold",51.9,43.7,"8.2",2248693.96,1126085.48,143500,8500,183356.1,34000,289177.8,NA,24875.37,6748.84,150784.28,666,NA,NA,NA,NA
"419","WILLIAM TIMMONS FOR CONGRESS","C00668491","TIMMONS, WILLIAM R IV","H8SC04250","REP","SC",4,"south","I","GOP Hold",59.6,36.6,"23",1818777.75,7660,42394,20500,331000.28,53543.4,NA,NA,20584.02,5206.7,66909.36,NA,NA,NA,NA,NA
"420","RASHIDA TLAIB FOR CONGRESS","C00668608","TLAIB, RASHIDA","H8MI13250","DEM","MI",13,"midwest","I","Dem Hold",84.6,0,"84.6",1602430.94,304851.93,NA,60125,114530,25278.72,314617.82,NA,37426.27,8979.69,78793.35,47670.31,257181.62,NA,1889.88,390.06
"421","SCANLON FOR CONGRESS","C00669358","SCANLON, MARY GAY","H8PA07200","DEM","PA",5,"northeast","I","Dem Pickup",65.2,34.8,"30.4",1813991.7,792891.07,NA,51100,231616.21,1539.48,NA,8148.71,12742.4,19007.46,49210.16,NA,185000,NA,NA,NA
"422","SHARICE FOR CONGRESS","C00670034","DAVIDS, SHARICE","H8KS03155","DEM","KS",3,"midwest","I","Dem Pickup",53.3,44.2,"9.1",4859584.91,5585805.14,NA,92854.5,90212.19,42379.21,263089.23,NA,5085.83,2326.58,6369.16,NA,3475743.75,NA,NA,NA
"423","ARMSTRONG FOR CONGRESS","C00670547","ARMSTRONG, KELLY","H8ND00096","REP","ND",0,"midwest","I","GOP Hold",60.3,35.6,"24.7",1654844.22,NA,NA,132002.92,389313.68,NA,157877.79,NA,35690.46,NA,957.68,NA,NA,NA,NA,NA
"424","MAD4PA PAC","C00670844","DEAN, MADELEINE","H8PA04116","DEM","PA",4,"northeast","I","Dem Hold",63.5,36.5,"27",1286377.38,719508.06,46333.33,12800,76359.74,28712.97,131975.15,NA,10572.63,8435,4094.7,NA,NA,NA,NA,NA
"425","GREG STEUBE FOR CONGRESS","C00671891","STEUBE, GREG","H8FL17053","REP","FL",17,"south","I","GOP Hold",62.3,37.7,"24.6",693511.76,158410.52,24300,10068.98,105045,82232.28,NA,NA,4014.59,14954.34,415146.47,NA,NA,NA,NA,2919.14
"426","FRIENDS OF LUCY MCBATH","C00672295","MCBATH, LUCIA KAY MS.","H8GA06393","DEM","GA",6,"south","I","Dem Pickup",50.5,49.5,"1",2633448.81,1485300.97,147180,15200,449418.5,2480,193861.97,NA,14665.06,9917.82,7308,NA,NA,NA,4328.97,168
"427","DONNA SHALALA FOR CONGRESS","C00672311","SHALALA, DONNA","H8FL27193","DEM","FL",27,"south","I","Dem Pickup",51.8,45.8,"6",4679739.96,624208.45,173738.42,89101.48,615065.96,113837.11,534461.09,NA,47991.55,30833.11,39874.22,NA,575128.94,NA,NA,NA
"428","DR JOHN JOYCE FOR CONGRESS","C00674259","JOYCE, JOHN","H8PA13125","REP","PA",13,"northeast","I","GOP Hold",70.5,29.5,"41",1460587.73,168131.63,6960,NA,211676.73,12353.89,NA,NA,4755.61,8674.35,264286.24,NA,NA,NA,NA,NA
"429","JOE MORELLE FOR CONGRESS","C00675108","MORELLE, JOSEPH D","H8NY25105","DEM","NY",25,"northeast","I","Dem Hold",59,41,"18",1831483.59,870089,102000,NA,189674.65,111490,353520.48,NA,16598.52,465.24,38103.84,2500,NA,NA,NA,NA
"430","ROSS SPANO FOR CONGRESS","C00676668","SPANO, VINCENT ROSS","H8FL15230","REP","FL",15,"south","I","GOP Hold",53,47,"6",939944.15,18411.74,6000,6500,82250,44040,NA,NA,23996.61,696.35,152856.05,NA,NA,NA,NA,6507.5
"431","STEIL FOR WISCONSIN, INC.","C00677286","STEIL, BRYAN GEORGE","H8WI01156","REP","WI",1,"midwest","I","GOP Hold",54.6,42.3,"12.3",2319410.24,NA,60308.29,NA,137413.44,55390,181591.61,NA,1775.08,16788.54,200220.78,NA,NA,NA,NA,6466.4
"432","FRIENDS OF JAHANA HAYES","C00677898","HAYES, JAHANA","H8CT05245","DEM","CT",5,"northeast","I","Dem Hold",55.8,44.2,"11.6",1306150.82,247119.31,28454.42,NA,154367.61,92657,108190.59,59469.5,18949.06,35715.4,38037.22,NA,NA,NA,100,NA
"433","FRIENDS OF DENVER RIGGLEMAN, INC.","C00680488","RIGGLEMAN, DENVER LEE MR. III","H8VA05171","REP","VA",5,"south","I","GOP Hold",53.3,46.7,"6.6",1929826.99,1080107.44,42000,7200.79,149880.8,43777.47,101677.42,NA,3603.91,23024.1,99484.55,NA,NA,NA,NA,NA
"434","CASE FOR CONGRESS","C00680918","CASE, EDWARD","H2HI02128","DEM","HI",1,"west","I","Dem Hold",73.1,23.1,"50",481140.63,31106.02,NA,NA,NA,3424.02,NA,52.35,614.71,18438.28,58258.69,NA,NA,NA,NA,15084.37
"435","SCANLON FOR VICTORY FUND","C00688051","SCANLON, MARY GAY","H8PA07200","DEM","PA",5,"northeast","I","Dem Pickup",65.2,34.8,"30.4",10500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
