"","committee_name","committee_id","candidate_name","candidate_id","party","state","district","region","incumbent_challenge","hold_flip","win_per","lose_per","delta","total","advertise","poll","research","consulting","fundraise","pay","materials","travel","event","mail","radio","television","newspaper","smedia","website","per_advertise","per_poll","per_research","per_consulting","per_fundraise","per_pay","per_materials","per_travel","per_event","per_mail","per_radio","per_television","per_newspaper","per_smedia","per_website"
"58","LARSON FOR CONGRESS","C00330142","LARSON, JOHN B","H8CT01046","DEM","CT",1,"northeast","I","Dem Hold",63.7,35.2,"28.5",1899287.82,NA,NA,NA,31660.9,32364.03,249239.2,NA,102614.44,27846.48,6488.86,NA,NA,NA,NA,NA,NA,NA,NA,0.0166698799763798,0.0170400871627766,0.131227714607257,NA,0.0540278513448267,0.0146615377125938,0.00341647007455668,NA,NA,NA,NA,NA
"59","SIMPSON FOR CONGRESS","C00331397","SIMPSON, MICHAEL","H8ID02064","REP","ID",2,"west","I","GOP Hold",60.7,39.3,"21.4",1220052.73,2000.5,NA,23400,NA,265490.74,39678.96,NA,18195.44,270202.18,29025.09,NA,NA,NA,NA,119.88,0.00163968322910109,NA,0.0191794989057563,NA,0.217605955440959,0.0325223320470747,NA,0.014913650494434,0.221467624600127,0.0237900291407897,NA,NA,NA,NA,9.82580482402592e-05
"60","BARBARA LEE FOR CONGRESS","C00331769","LEE, BARBARA","H8CA09060","DEM","CA",13,"west","I","Dem Hold",88.4,11.6,"76.8",2000727.58,89773.96,NA,5000,113771.44,247946.91,222611.97,NA,105118.8,202442.24,912.73,NA,NA,NA,NA,NA,0.0448706565038705,NA,0.00249909085573759,0.0568650330696196,0.123928371097878,0.111265507720946,NA,0.0525402863692217,0.101184310159807,0.000456199039351474,NA,NA,NA,NA,NA
"61","WALDEN FOR CONGRESS","C00333427","WALDEN, GREGORY P. MR.","H6OR02116","REP","OR",2,"west","I","GOP Hold",56.3,39.4,"16.9",5639424.99,2475044.7,NA,10000,NA,725191.32,232752.26,NA,87206,34200.15,310257.78,370620.05,1083629.18,56985.85,NA,NA,0.438882457766319,NA,0.00177323043000524,NA,0.128593131619967,0.0412723390084492,NA,0.0154636332879037,0.00606447466907437,0.0550158536641871,0.0657194750630064,0.192152423681763,0.0101049043299714,NA,NA
"62","NAPOLITANO FOR CONGRESS","C00334706","NAPOLITANO, GRACE","H8CA34068","DEM","CA",32,"west","I","Dem Hold",68.8,31.2,"37.6",260944.86,NA,NA,NA,51762.67,70537.46,NA,NA,5048.57,15,23.5,NA,NA,NA,NA,50,NA,NA,NA,0.198366313864163,0.270315575482115,NA,NA,0.0193472674648583,5.74834085637862e-05,9.00573400832651e-05,NA,NA,NA,NA,0.000191611361879287
"63","SCHIFF FOR CONGRESS","C00343871","SCHIFF, ADAM","H0CA27085","DEM","CA",28,"west","I","Dem Hold",78.4,21.6,"56.8",3970809.81,NA,NA,NA,818756.74,601145.47,186288.68,NA,3110.14,74411.13,47967.19,NA,NA,NA,NA,28803.17,NA,NA,NA,0.206193894741083,0.151391151620027,0.0469145310185481,NA,0.000783250809990318,0.0187395351478695,0.012079951520015,NA,NA,NA,NA,0.00725372691672684
"64","SUSAN DAVIS FOR CONGRESS","C00344671","DAVIS, SUSAN A.","H0CA49055","DEM","CA",53,"west","I","Dem Hold",69.1,30.9,"38.2",462550.92,NA,NA,NA,9000,134126.75,42502.99,NA,5006.94,5617.68,435.85,NA,NA,NA,NA,1320,NA,NA,NA,0.0194573172614163,0.289971858665852,0.0918882401098673,NA,0.0108246244543195,0.0121449980036793,0.000942274636487589,NA,NA,NA,NA,0.00285373986500773
"65","LANGEVIN FOR CONGRESS","C00344697","LANGEVIN, JAMES R HONORABLE","H0RI02139","DEM","RI",2,"northeast","I","Dem Hold",63.6,36.4,"27.2",884056.1,NA,28200,NA,1412,1106.04,318611.01,NA,6136.51,NA,2635.17,NA,NA,NA,NA,1975,NA,0.0318984281653619,NA,0.00159718370813798,0.00125109707404315,0.360396823233277,NA,0.00694131288727039,NA,0.00298077237406088,NA,NA,NA,NA,0.00223402112151028
"66","CITIZENS TO ELECT RICK LARSEN","C00345546","LARSEN, RICK","H0WA02080","DEM","WA",2,"west","I","Dem Hold",71.3,28.7,"71.3",1134951.26,NA,NA,NA,400944.75,78405,255639.53,4527.9,5981.11,142247.31,2604.45,NA,NA,NA,NA,75630,NA,NA,NA,0.353270456741904,0.0690822617351868,0.225242738617692,0.00398951052752697,0.00526992674557672,0.125333408590603,0.00229476814713612,NA,NA,NA,NA,0.0666372228178327
"67","CLAY JR. FOR CONGRESS","C00346080","CLAY, WILLIAM LACY JR","H0MO01066","DEM","MO",1,"midwest","I","Dem Hold",80.1,16.7,"63.4",866484.78,55795,NA,4500,NA,330341,NA,NA,63328,2888,61500.4,15000,NA,NA,3198,NA,0.0643923601289338,NA,0.00519339762667268,NA,0.381242703420596,NA,NA,0.0730861077559839,0.00333300718796238,0.0709768958665379,0.0173113254222423,NA,NA,0.00369077458002205,NA
"68","GRAVES FOR CONGRESS","C00359034","GRAVES, SAMUEL B. JR.","H0MO06073","REP","MO",6,"midwest","I","GOP Hold",65.4,32,"33.4",1892612.22,45671.68,37850,NA,62340,343449.35,1820,NA,159762.95,267361.69,38734.51,NA,15250,NA,NA,NA,0.0241315571765673,0.0199988141258012,NA,0.0329386016539616,0.181468420403626,0.000961633862852265,NA,0.0844139905215237,0.141265964139236,0.0204661628994449,NA,0.00805764637829507,NA,NA,NA
"69","STEPHEN LYNCH FOR CONGRESS","C00366948","LYNCH, STEPHEN","H2MA09072","DEM","MA",8,"northeast","I","Dem Hold",98.4,0,"98.4",565990.31,5138.76,NA,NA,146000.43,48884.73,1997.15,NA,1154.91,16337.86,952.72,NA,NA,NA,NA,7200,0.00907923670990056,NA,NA,0.257955705990797,0.0863702595897799,0.00352859397893225,NA,0.00204051196565538,0.0288659712213094,0.00168327970137863,NA,NA,NA,NA,0.0127210658429824
"70","MIKE ROGERS FOR CONGRESS","C00367862","ROGERS, MICHAEL","H2AL03032","REP","AL",3,"south","I","GOP Hold",63.8,36.2,"27.6",1518931.54,394174.27,NA,NA,200920.15,118921.93,107629.83,NA,3180.25,1900,47136.16,NA,NA,NA,NA,588,0.259507594397572,NA,NA,0.132277291443958,0.0782931467734221,0.070858907834648,NA,0.00209374149937001,0.00125087928584326,0.0310324453464177,NA,NA,NA,NA,0.000387114221092545
"71","JOE WILSON FOR CONGRESS","C00368522","WILSON, JOE THE HON.","H2SC02059","REP","SC",2,"south","I","GOP Hold",56.3,42.5,"13.8",2262900.12,47372.97,NA,NA,504596.16,375680.17,561700.03,NA,9482.25,9840.34,12265.4,NA,NA,NA,NA,NA,0.0209346270218944,NA,NA,0.222986492218667,0.166017124078813,0.248221309034179,NA,0.00419030867345572,0.00434855251145596,0.00542021271358632,NA,NA,NA,NA,NA
"72","DAVID SCOTT FOR CONGRESS","C00369801","SCOTT, DAVID ALBERT","H2GA13012","DEM","GA",13,"south","I","Dem Hold",76.2,23.8,"52.4",1302065.68,NA,NA,NA,78250,79930.22,NA,NA,33845,8255.3,89763.58,NA,NA,NA,NA,NA,NA,NA,NA,0.0600968147781915,0.0613872412334837,NA,NA,0.0259933124110913,0.00634015635831827,0.0689393641033531,NA,NA,NA,NA,NA
"73","DEVIN NUNES CAMPAIGN COMMITTEE","C00370056","NUNES, DEVIN G.","H8CA20059","REP","CA",22,"west","I","GOP Hold",52.7,47.3,"5.4",12172645.37,2107903.01,176056.95,73429.95,225018.37,183346.66,332324.8,7110.54,76813,155612.97,16069.77,NA,NA,NA,NA,39979.75,0.173167207778435,0.0144633269637428,0.00603237404590552,0.0184855767304753,0.0150621869303665,0.0273009514282761,0.000584140898208061,0.00631029637890453,0.0127838251481075,0.00132015428951907,NA,NA,NA,NA,0.00328439289774528
"74","JOHN CARTER FOR CONGRESS","C00371203","CARTER, JOHN R. REP.","H2TX31044","REP","TX",31,"south","I","GOP Hold",50.6,47.7,"2.9",2324078.98,232113.86,29502.06,NA,486268.73,277104.59,179695.68,36630.94,53231.1,124533.55,5337.59,NA,NA,NA,NA,NA,0.0998734819244396,0.0126940866699806,NA,0.209230725024672,0.119232002175761,0.0773190935189302,0.0157614867288202,0.0229041699779067,0.0535840438606781,0.00229664742288577,NA,NA,NA,NA,NA
"75","TEXANS FOR HENRY CUELLAR CONGRESSIONAL CAMPAIGN","C00371302","CUELLAR, HENRY R.","H2TX23082","DEM","TX",28,"south","I","Dem Hold",84.4,15.6,"68.8",1175906.3,2490,NA,NA,225712.87,168325.91,127688.87,NA,7709.48,37460.77,17190.11,NA,NA,NA,NA,NA,0.00211751565579672,NA,NA,0.19194800640153,0.143145682610936,0.108587623010439,NA,0.00655620264981997,0.0318569345193575,0.0146186052409108,NA,NA,NA,NA,NA
"76","MICHAEL BURGESS FOR CONGRESS","C00372532","BURGESS, MICHAEL C. DR.","H2TX26093","REP","TX",26,"south","I","GOP Hold",59.4,39,"20.4",2461686.82,220143.13,61385.22,NA,567670.04,241955.04,180867.45,NA,NA,4206,184269.06,NA,NA,NA,7.02,14953.79,0.0894277566957116,0.0249362427020672,NA,0.230602055220006,0.0982883111020597,0.0734729733004786,NA,NA,0.00170858452254296,0.0748547940797766,NA,NA,NA,2.85170312607028e-06,0.00607461106689437
"77","CITIZENS FOR TURNER","C00373001","TURNER, MICHAEL R","H2OH03067","REP","OH",10,"midwest","I","GOP Hold",55.9,42.2,"13.7",1653908.6,NA,43000,19575,108966.88,108966.88,154008.69,NA,NA,26423.19,119997.43,NA,NA,NA,NA,380,NA,0.0259990183254383,0.0118355996214059,0.0658844630229264,0.0658844630229264,0.0931180175252732,NA,NA,0.0159762093261986,0.0725538460831511,NA,NA,NA,NA,0.000229758766596897
"78","TIM RYAN FOR CONGRESS","C00373464","RYAN, TIMOTHY","H2OH17109","DEM","OH",13,"midwest","I","Dem Hold",61,39,"22",1934417.5,75828.61,NA,65468,400370.61,142166.35,151357.1,NA,41990.36,175840.32,2866.69,NA,NA,NA,NA,10458.15,0.0391997125749741,NA,0.0338437798458709,0.206972181548192,0.0734931058057529,0.0782442776701514,NA,0.0217069789742907,0.0909009146164155,0.00148193965366835,NA,NA,NA,NA,0.00540635617698868
"79","KING FOR CONGRESS","C00373563","KING, STEVE MR.","H2IA05072","REP","IA",4,"midwest","I","GOP Hold",50.4,47,"3.4",1224047.65,3061,62200,NA,1500,74240.41,481095.77,NA,413,62871.43,109087.26,600,NA,NA,1500,1302,0.00250071964110221,0.0508150152487936,NA,0.00122544248992268,0.0606515685888536,0.393036798853378,NA,0.00033740516555871,0.0513635478161328,0.0891201090088282,0.00049017699596907,NA,NA,0.00122544248992268,0.00106368408125288
"80","A WHOLE LOT OF PEOPLE FOR GRIJALVA CONGRESSIONAL COMMITTEE","C00374058","GRIJALVA, RAUL M","H2AZ07070","DEM","AZ",3,"west","I","Dem Hold",63.9,36.1,"27.8",719345.26,97184.82,NA,NA,81095.52,125695.52,32370.07,NA,11653.93,15022.27,23797.93,NA,NA,NA,NA,17501.73,0.135101772965043,NA,NA,0.11273518365854,0.174736009242627,0.0449993512155762,NA,0.01620074621747,0.0208832543082302,0.0330827647352538,NA,NA,NA,NA,0.0243300831647935
"81","ROB BISHOP FOR CONGRESS","C00374231","BISHOP, ROBERT","H2UT01094","REP","UT",1,"west","I","GOP Hold",61.6,24.9,"36.7",1058570.52,248500.16,NA,NA,101980.49,222182.29,NA,NA,41755.73,3354.27,71387.55,NA,NA,NA,NA,NA,0.234750690015437,NA,NA,0.0963379274911227,0.20988898311659,NA,NA,0.0394453928303237,0.00316867883303608,0.0674376894606889,NA,NA,NA,NA,NA
"82","MARIO DIAZ-BALART FOR CONGRESS","C00376087","DIAZ-BALART, MARIO","H2FL25018","REP","FL",25,"south","I","GOP Hold",60.5,39.5,"21",2625050.56,4834.89,46175,17500,268315,211439.69,NA,7405,58361.32,185688.37,335541.76,NA,NA,300,16745.29,NA,0.00184182738179336,0.0175901373876776,0.00666653826279064,0.102213269370324,0.080546901923291,NA,0.00282089804776941,0.0222324555912554,0.0707370642034415,0.127822970388807,NA,NA,0.000114283513076411,0.00637903522894431,NA
"83","KUSTOFF FOR CONGRESS 2002","C00376244","KUSTOFF, DAVID","H2TN07103","REP","TN",8,"south","I","GOP Hold",67.7,30.1,"37.6",2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","COOPER FOR CONGRESS","C00376665","COOPER, JAMES H.S.","H2TN05131","DEM","TN",5,"south","I","Dem Hold",67.8,32.2,"35.6",977927.99,125,NA,NA,1500,56327.85,432724.91,393.3,2156.99,60827.01,6059.25,NA,NA,NA,NA,NA,0.000127821272402685,NA,NA,0.00153385526883222,0.0575991796696605,0.442491588772298,0.000402176851487807,0.00220567365087894,0.0621998865172067,0.00619600835844774,NA,NA,NA,NA,NA
"85","DUTCH RUPPERSBERGER FOR CONGRESS COMMITTEE","C00376673","RUPPERSBERGER, C. A. DUTCH","H2MD02160","DEM","MD",2,"south","I","Dem Hold",66.1,30.7,"35.4",1156039.1,2695,NA,NA,195078.98,9260,28320.53,NA,21815.19,151684.66,3478.14,NA,NA,NA,NA,9100,0.00233123602826237,NA,NA,0.168747735262588,0.00801010969265659,0.0244978997682691,NA,0.0188706333548753,0.131210665798415,0.00300866986246399,NA,NA,NA,NA,0.00787170606945734
"86","COLE FOR CONGRESS","C00379735","COLE, TOM","H2OK04055","REP","OK",4,"south","I","GOP Hold",63.1,33,"30.1",2583370.27,119930.26,29900,NA,48820,290854.8,177156.91,NA,NA,10534.17,129553.04,NA,NA,NA,NA,147.23,0.0464239530015184,0.0115740280621872,NA,0.0188977943142467,0.112587345057586,0.0685758878846276,NA,NA,0.00407768492280435,0.0501488468395202,NA,NA,NA,NA,5.69914431971844e-05
"87","CONAWAY FOR CONGRESS","C00383828","CONAWAY, MICHAEL HONORABLE","H4TX19136","REP","TX",11,"south","I","GOP Hold",80.1,18.4,"61.7",3139274.36,8306,NA,NA,NA,520560.17,168443.07,NA,14803.67,12489.92,156916.32,NA,NA,NA,23503.66,2992.55,0.00264583437046261,NA,NA,NA,0.165821814312528,0.0536566896306572,NA,0.00471563434805998,0.00397860096560659,0.04998490160637,NA,NA,NA,0.00748697224412077,0.000953261695801574
"88","STAND WITH SANCHEZ","C00384057","SANCHEZ, LINDA","H2CA39078","DEM","CA",38,"west","I","Dem Hold",68.9,31.1,"37.8",1775747.38,2986.54,NA,20000,291150,186100,258565.21,8927.74,64716.35,179412.44,52498.95,NA,NA,NA,NA,5250,0.0016818495883125,NA,0.0112628633020987,0.163959132520303,0.104800943026029,0.145609230745423,0.00502759576083395,0.0364445701730389,0.1010348893208,0.0295644248676859,NA,NA,NA,NA,0.00295650161680092
"89","DEBBIE WASSERMAN SCHULTZ FOR CONGRESS","C00385773","WASSERMAN SCHULTZ, DEBBIE","H4FL20023","DEM","FL",23,"south","I","Dem Hold",58.5,36,"22.5",1989340.02,NA,NA,NA,374756,172256,279949.25,NA,49652.09,117604.1,251471.24,NA,NA,NA,NA,NA,NA,NA,NA,0.188382074573657,0.0865895212825407,0.140724686170039,NA,0.024959076628841,0.0591171437852037,0.126409380735225,NA,NA,NA,NA,NA
"90","LOUIE GOHMERT FOR CONGRESS COMMITTEE","C00386532","GOHMERT, LOUIS B. MR. JR.","H4TX04039","REP","TX",1,"south","I","GOP Hold",72.3,26.3,"46",763793.07,37614.2,NA,NA,NA,224007.12,47550.2,NA,538.81,8450.16,31282.17,13022.19,13036.01,NA,NA,NA,0.049246584549399,NA,NA,NA,0.293282472437201,0.0622553435840941,NA,0.000705439760012486,0.0110634153829125,0.0409563417484267,0.0170493691439227,0.017067463049907,NA,NA,NA
"91","VIRGINIA FOXX FOR CONGRESS","C00386748","FOXX, VIRGINIA ANN","H4NC05146","REP","NC",5,"south","I","GOP Hold",57.2,42.8,"14.4",2364588.77,64969.35,NA,20900,458948.21,NA,115168.06,NA,35754.41,7640.54,10992.58,1248,NA,5285,NA,NA,0.0274759614966792,NA,0.00883874619771623,0.194092188807951,NA,0.0487053230824572,NA,0.0151207729875161,0.00323123415662674,0.0046488337166551,0.000527787332763151,NA,0.00223506094042729,NA,NA
"92","CATHY MCMORRIS RODGERS FOR CONGRESS","C00390476","MCMORRIS RODGERS, CATHY","H4WA05077","REP","WA",5,"west","I","GOP Hold",54.8,45.2,"9.6",6079908,5686341,156400,17256,275904,986486,473101,NA,112823,78432,855491,28310,2464279,30308,NA,NA,0.935267606022986,0.0257240734563747,0.00283820084119694,0.045379634033936,0.162253441992872,0.0778138419199764,NA,0.0185566952657836,0.0129001952003221,0.140707885711429,0.00465632045748061,0.405315179111263,0.00498494385112406,NA,NA
"93","WALBERG FOR CONGRESS","C00390724","WALBERG, TIMOTHY L REP","H4MI07103","REP","MI",7,"midwest","I","GOP Hold",53.8,46.2,"7.6",2395806.78,100428.68,NA,NA,236223.29,200429.29,90908.02,NA,370.2,NA,271140.06,NA,NA,203,3532.68,965,0.041918522327581,NA,NA,0.0985986399120216,0.0836583699792351,0.037944637588846,NA,0.000154519973434586,NA,0.113172757612782,NA,NA,8.47313738714772e-05,0.0014745262554103,0.000402787072837318
"94","JIM COSTA FOR CONGRESS","C00391029","COSTA, JIM","H4CA20082","DEM","CA",16,"west","I","Dem Hold",57.5,42.5,"15",2554167.1,1188420.54,69600,12365.94,NA,248825.12,36842.43,NA,1898.21,71783.46,2311.22,1720,1044596,5685,NA,3317.08,0.465286918776771,0.0272495875465626,0.00484147650324053,NA,0.0974192800463212,0.0144244399671423,NA,0.000743181603114377,0.028104449391741,0.000904882065077105,0.000673409347415054,0.40897715736766,0.00222577450003173,NA,0.00129869341751368
"95","MCCAUL FOR CONGRESS, INC","C00392688","MCCAUL, MICHAEL","H4TX10093","REP","TX",10,"south","I","GOP Hold",51.1,46.8,"4.3",2174183.64,29594.68,NA,10000,758572.19,392334.17,93416.05,NA,4902.01,24579.75,55.65,NA,NA,NA,215880.22,653.5,0.0136118584720838,NA,0.00459942748902296,0.348899778309435,0.180451256638101,0.0429660348285943,NA,0.00225464395454654,0.0113052777823312,2.55958139764128e-05,NA,NA,NA,0.0992925418204324,0.00030057258640765
"96","KENNY MARCHANT FOR CONGRESS","C00393348","MARCHANT, KENNY E MR.","H4TX24094","REP","TX",24,"south","I","GOP Hold",50.6,47.5,"3.1",1207612.47,NA,NA,NA,15692.98,149550.85,4504.74,NA,2941.32,6195.62,299770.88,NA,NA,NA,NA,467.64,NA,NA,NA,0.0129950463330343,0.12384010078995,0.00373028609086821,NA,0.00243564891309875,0.00513047037349656,0.248234336301612,NA,NA,NA,NA,0.000387243434145724
"97","MCHENRY FOR CONGRESS","C00393629","MCHENRY, PATRICK TIMOTHY","H4NC10047","REP","NC",10,"south","I","GOP Hold",59.3,40.7,"18.6",4283331.05,2500,30920,21918.24,587050.91,564877.82,175825.29,NA,213979.57,150398.41,206132.89,NA,NA,NA,NA,NA,0.000583657898681448,0.00721868089089215,0.00511710156047826,0.137054760219853,0.131878160573183,0.0410487277185825,NA,0.0499563464747839,0.0351124879782524,0.0481244357706136,NA,NA,NA,NA,NA
"98","SCALISE FOR CONGRESS","C00394957","SCALISE, STEVE MR","H0LA01087","REP","LA",1,"south","I","GOP Hold",71.5,16.4,"55.1",13335393.47,42255.88,NA,35500,6468969.39,125565.67,46986.21,NA,250177.88,6072.7,61510.36,NA,NA,NA,NA,NA,0.00316870140315402,NA,0.00266208868001253,0.485097751675114,0.00941597038606166,0.00352342134528708,NA,0.0187604423193671,0.00045538213879189,0.00461256431153508,NA,NA,NA,NA,NA
"99","JEFF FORTENBERRY FOR UNITED STATES CONGRESS","C00395467","FORTENBERRY, JEFFREY L. HONORABLE","H4NE01064","REP","NE",1,"midwest","I","GOP Hold",60.4,39.6,"20.8",833607.58,NA,NA,NA,1200,61644.82,73314.1,NA,NA,5800.56,105677.06,NA,NA,NA,NA,1986.87,NA,NA,NA,0.00143952625766671,0.0739494475326148,0.0879479766726689,NA,NA,0.00695838202430933,0.126770752252517,NA,NA,NA,NA,0.00238345961297521
"100","CLEAVER FOR CONGRESS","C00395848","CLEAVER, EMANUEL II","H4MO05234","DEM","MO",5,"midwest","I","Dem Hold",61.7,35.6,"26.1",1153130.04,3670,NA,3500,NA,96650,NA,NA,490.71,486558.85,304656.32,NA,NA,NA,NA,NA,0.00318264191608433,NA,0.00303521708618397,NA,0.0838153518227658,NA,NA,0.00042554610753181,0.421946209986863,0.264199447965123,NA,NA,NA,NA,NA
"101","MOORE FOR CONGRESS","C00397505","MOORE, GWEN S","H4WI04183","DEM","WI",4,"midwest","I","Dem Hold",75.7,21.7,"54",1079650.14,34591.41,NA,1000,189783.83,155255,169975.42,NA,72453.92,52580.54,47619.18,NA,NA,NA,NA,2265,0.0320394623391611,NA,0.000926225971683753,0.175782712351614,0.143801213233761,0.157435648551854,NA,0.0671087024542969,0.0487014617531564,0.0441061212662835,NA,NA,NA,NA,0.0020979018258637
"102","MCNERNEY FOR CONGRESS","C00398644","MCNERNEY, GERALD MARK","H4CA11081","DEM","CA",9,"west","I","Dem Hold",56.5,43.5,"13",1279345.37,18873.23,17700,NA,152931.32,116331.32,360406.6,NA,33887.64,13002.95,6210.48,NA,NA,NA,NA,4305.71,0.0147522556790118,0.0138352007323871,NA,0.119538729405024,0.0909303482295793,0.281711731993058,NA,0.0264882656354163,0.0101637527323838,0.00485442019460312,NA,NA,NA,NA,0.00336555718335855
"103","BRIAN HIGGINS FOR CONGRESS","C00401034","HIGGINS, BRIAN","H4NY27076","DEM","NY",26,"northeast","I","Dem Hold",73.3,26.7,"46.6",1002836.35,2997.4,NA,NA,191548.62,214466,904.95,NA,574.86,23858.96,6647.53,NA,NA,NA,NA,35.34,0.00298892237003575,NA,NA,0.191006857699165,0.213859419834552,0.000902390504692017,NA,0.000573234107439364,0.0237914790384294,0.00662872860561945,NA,NA,NA,NA,3.52400468929951e-05
"104","BUTTERFIELD FOR CONGRESS","C00401190","BUTTERFIELD, G. K.","H4NC01046","DEM","NC",1,"south","I","Dem Hold",69.8,30.2,"39.6",880822.58,1400,NA,NA,30420,135339.63,NA,NA,14655.68,9053,2121.67,NA,NA,NA,NA,298,0.00158942337740706,NA,NA,0.0345358993862305,0.153651408436873,NA,NA,0.0166386288598551,0.0102778927397615,0.00240873706938803,NA,NA,NA,NA,0.000338320118905217
"105","DAN LIPINSKI FOR CONGRESS","C00405431","LIPINSKI, DANIEL WILLIAM WILLIAM","H4IL03077","DEM","IL",3,"midwest","I","Dem Hold",73.8,26.2,"47.6",2520247.39,449548.52,47000,NA,70740.22,155077.74,65176.44,NA,3503.48,1810.94,447461.05,14392.71,207814.82,599.4,36235.03,8.99,0.178374758677957,0.0186489628702681,NA,0.0280687603449914,0.0615327450056401,0.0258611278633246,NA,0.00139013337099419,0.00071855644298475,0.177546478879599,0.00571083222111778,0.0824581034483285,0.000237833794562525,0.0143775687036819,3.56711013199383e-06
"106","BILIRAKIS FOR CONGRESS","C00408534","BILIRAKIS, GUS M","H6FL09070","REP","FL",12,"south","I","GOP Hold",58.1,39.7,"18.4",2203632.21,611771.15,NA,6000,94901.52,220573.91,48665.02,NA,18968.93,183887.35,8221.54,NA,569326,NA,NA,889.62,0.277619444489786,NA,0.00272277740939356,0.0430659524621851,0.100095609874935,0.0220840028472809,NA,0.00860802901406129,0.0834473870755411,0.00373090389707092,NA,0.258357995230066,NA,NA,0.000403706206490783
"107","MATSUI FOR CONGRESS","C00409219","MATSUI, DORIS","H6CA05195","DEM","CA",6,"west","I","Dem Hold",80.4,19.6,"60.8",1204426.69,2307,NA,NA,324124.85,275603.96,99700,NA,2281.05,84854.68,11950.9,NA,NA,NA,NA,21693.79,0.00191543413904254,NA,NA,0.269111314695293,0.228825849085095,0.0827779729789947,NA,0.00189388861849284,0.0704523411051278,0.00992248021338684,NA,NA,NA,NA,0.0180117147686257
"108","COURTNEY FOR CONGRESS","C00410233","COURTNEY, JOSEPH D","H2CT02112","DEM","CT",2,"northeast","I","Dem Hold",62.1,35.5,"26.6",1166965.27,10577.07,19600,NA,86250,88200,247751.11,NA,26805.8,38431.29,12164.18,NA,NA,NA,NA,974.44,0.00906374017454692,0.0167957012122563,NA,0.0739096545692401,0.0755806554551533,0.212303756049227,NA,0.022970520793648,0.032932676736815,0.0104237720802094,NA,NA,NA,NA,0.000835020565779134
"109","PERLMUTTER FOR CONGRESS","C00410639","PERLMUTTER, EDWIN G","H6CO07023","DEM","CO",7,"west","I","Dem Hold",60.4,35.4,"25",1865772.63,12121.53,NA,22500,20000,35661.31,594141.03,2436.17,NA,65107.13,15722.18,NA,NA,NA,NA,750,0.00649678841092229,NA,0.0120593472313934,0.0107194197612385,0.0191134275562827,0.318442354897231,0.00130571644198682,NA,0.0348955327959763,0.00842663234908747,NA,NA,NA,NA,0.000401978241046445
